epoch,stage,total,bce
138,C3_anneal,0.007940,0.007940
139,C3_anneal,0.007962,0.007962
140,C3_anneal,0.007944,0.007944
141,C3_reliable_0p3,0.008094,0.008094
142,C3_reliable_0p3,0.007835,0.007835
143,C3_reliable_0p3,0.008098,0.008098
144,C3_reliable_0p3,0.007883,0.007883
145,C3_reliable_0p3,0.007799,0.007799
146,C3_reliable_0p3,0.008149,0.008149
147,C3_reliable_0p3,0.008005,0.008005
148,C3_reliable_0p3,0.007890,0.007890
149,C3_reliable_0p3,0.007699,0.007699
150,C3_reliable_0p3,0.007740,0.007740
