epoch,stage,total,bce
138,C3_anneal,0.008223,0.008223
139,C3_anneal,0.008217,0.008217
140,C3_anneal,0.008124,0.008124
141,C3_reliable_0p3,0.008190,0.008190
142,C3_reliable_0p3,0.007962,0.007962
143,C3_reliable_0p3,0.008339,0.008339
144,C3_reliable_0p3,0.008054,0.008054
145,C3_reliable_0p3,0.008031,0.008031
146,C3_reliable_0p3,0.008515,0.008515
147,C3_reliable_0p3,0.008099,0.008099
148,C3_reliable_0p3,0.008186,0.008186
149,C3_reliable_0p3,0.008133,0.008133
150,C3_reliable_0p3,0.008003,0.008003
