epoch,stage,total,bce
137,C3_reliable_0p3,0.056944,0.020520
138,C3_reliable_0p3,0.056321,0.021080
139,C3_reliable_0p3,0.056903,0.020143
140,C3_reliable_0p3,0.057639,0.020325
141,C3_reliable_0p3,0.055325,0.021517
142,C3_reliable_0p3,0.054919,0.020387
143,C3_reliable_0p3,0.055482,0.019987
144,C3_reliable_0p3,0.055315,0.020244
145,C3_reliable_0p3,0.055835,0.021027
146,C3_reliable_0p3,0.056807,0.019907
147,C3_reliable_0p3,0.056803,0.020208
148,C3_reliable_0p3,0.055947,0.020291
149,C3_reliable_0p3,0.055935,0.019858
150,C3_reliable_0p3,0.054635,0.020479
