epoch,S,Fw,E,MAE
30,0.6071,0.3345,0.9026,0.1424
35,0.6747,0.4091,0.9164,0.1009
40,0.7246,0.4667,0.9217,0.0742
45,0.7746,0.5522,0.9227,0.0529
50,0.7757,0.5463,0.9265,0.0526
55,0.7840,0.5615,0.9256,0.0481
60,0.7784,0.5599,0.9205,0.0511
65,0.8406,0.7330,0.9296,0.0301
70,0.8491,0.7651,0.9296,0.0265
75,0.8442,0.7589,0.9219,0.0282
80,0.8606,0.7843,0.9361,0.0252
85,0.8614,0.7870,0.9357,0.0249
90,0.8591,0.7860,0.9350,0.0246
95,0.8551,0.7834,0.9311,0.0253
100,0.8581,0.7845,0.9315,0.0249
105,0.8568,0.7827,0.9332,0.0256
110,0.8589,0.7869,0.9355,0.0245
115,0.8597,0.7885,0.9357,0.0247
120,0.8574,0.7834,0.9332,0.0256
125,0.8582,0.7861,0.9345,0.0249
130,0.8580,0.7863,0.9347,0.0250
135,0.8576,0.7860,0.9343,0.0251
140,0.8579,0.7857,0.9344,0.0252
145,0.8572,0.7854,0.9346,0.0252
150,0.8574,0.7855,0.9345,0.0251
