epoch,stage,total,bce,nc,q,csr_alpha,p3_context,p3_current,p3_fine,p4_context,p4_current,p4_fine
31,C3_broad_1to1,0.080674,0.039645,0.041030,2.000000,0.226959,0.351167,0.382198,0.266635,0.418305,0.365123,0.216572
32,C3_broad_1to1,0.080047,0.039583,0.040464,2.000000,0.230880,0.351819,0.381737,0.266444,0.419965,0.364246,0.215789
33,C3_broad_1to1,0.078973,0.039363,0.039610,2.000000,0.234784,0.350513,0.382107,0.267380,0.418340,0.365211,0.216449
34,C3_broad_1to1,0.077710,0.037771,0.039939,2.000000,0.238662,0.350620,0.382496,0.266884,0.418244,0.364415,0.217341
35,C3_broad_1to1,0.076689,0.037670,0.039019,2.000000,0.242503,0.351413,0.381782,0.266805,0.418626,0.365224,0.216150
36,C3_broad_1to1,0.075007,0.037120,0.037887,2.000000,0.246295,0.353400,0.380356,0.266244,0.416888,0.365628,0.217483
37,C3_broad_1to1,0.075187,0.037093,0.038093,2.000000,0.250029,0.354004,0.379106,0.266890,0.416742,0.365746,0.217512
38,C3_broad_1to1,0.074460,0.036433,0.038028,2.000000,0.253694,0.354026,0.379635,0.266338,0.415751,0.366712,0.217538
39,C3_broad_1to1,0.073983,0.036116,0.037868,2.000000,0.257281,0.354073,0.378645,0.267281,0.417441,0.365452,0.217107
40,C3_broad_1to1,0.073250,0.036506,0.036744,2.000000,0.260779,0.353611,0.379305,0.267084,0.416379,0.367458,0.216163
41,C3_broad_1to1,0.072652,0.035956,0.036695,2.000000,0.264180,0.354430,0.378975,0.266595,0.417504,0.366205,0.216291
42,C3_broad_1to1,0.071551,0.035405,0.036146,2.000000,0.267472,0.355136,0.377168,0.267696,0.416339,0.366817,0.216844
43,C3_broad_1to1,0.069521,0.034352,0.035169,2.000000,0.270649,0.356399,0.376528,0.267073,0.415554,0.367057,0.217389
44,C3_broad_1to1,0.071396,0.035266,0.036130,2.000000,0.273700,0.355915,0.377205,0.266880,0.416496,0.366101,0.217402
45,C3_broad_1to1,0.071388,0.034563,0.036824,2.000000,0.276618,0.357000,0.376259,0.266740,0.415384,0.366161,0.218455
46,C3_broad_1to1,0.070323,0.034599,0.035724,2.000000,0.279394,0.356780,0.376548,0.266672,0.413875,0.367952,0.218173
47,C3_broad_1to1,0.066316,0.032331,0.033985,2.000000,0.282021,0.357360,0.375932,0.266708,0.412336,0.367041,0.220623
48,C3_broad_1to1,0.066144,0.032388,0.033756,2.000000,0.284492,0.357525,0.375760,0.266715,0.412108,0.366855,0.221037
49,C3_broad_1to1,0.065458,0.032046,0.033412,2.000000,0.286800,0.359033,0.374163,0.266804,0.412384,0.367442,0.220173
50,C3_broad_1to1,0.066126,0.032213,0.033913,2.000000,0.288939,0.359350,0.374933,0.265718,0.414732,0.366419,0.218849
51,C3_broad_1to1,0.066099,0.032502,0.033597,2.000000,0.290902,0.360181,0.373840,0.265980,0.415176,0.365374,0.219451
52,C3_broad_1to1,0.065698,0.031991,0.033706,2.000000,0.292684,0.360415,0.373877,0.265708,0.413905,0.364842,0.221253
53,C3_broad_1to1,0.064714,0.031724,0.032990,2.000000,0.294282,0.359844,0.373311,0.266845,0.413307,0.366038,0.220655
54,C3_broad_1to1,0.063903,0.030908,0.032995,2.000000,0.295689,0.359763,0.373221,0.267016,0.413961,0.364667,0.221372
55,C3_broad_1to1,0.063435,0.031163,0.032272,2.000000,0.296902,0.360760,0.372047,0.267193,0.413000,0.366279,0.220721
56,C3_broad_1to1,0.065138,0.032174,0.032964,2.000000,0.297919,0.360306,0.372025,0.267669,0.412409,0.366520,0.221070
57,C3_broad_1to1,0.061619,0.029954,0.031664,2.000000,0.298735,0.360776,0.371810,0.267414,0.413034,0.366185,0.220781
58,C3_broad_1to1,0.063206,0.030883,0.032323,2.000000,0.299349,0.360052,0.371526,0.268422,0.413800,0.366042,0.220158
59,C3_broad_1to1,0.062104,0.030667,0.031437,2.000000,0.299760,0.359559,0.371383,0.269058,0.415009,0.365665,0.219326
60,C3_broad_1to1,0.062714,0.030366,0.032348,2.000000,0.299966,0.360775,0.370647,0.268578,0.414285,0.366720,0.218994
61,C3_anneal,0.180334,0.046129,0.090163,1.001980,0.300205,0.361263,0.371405,0.267331,0.415217,0.367441,0.217342
62,C3_anneal,0.163378,0.050953,0.081689,1.000000,0.301436,0.363018,0.369501,0.267481,0.415697,0.369323,0.214980
63,C3_anneal,0.152878,0.051524,0.076439,1.000000,0.303890,0.363160,0.369566,0.267274,0.416954,0.368833,0.214213
64,C3_anneal,0.148443,0.050524,0.074221,1.000000,0.307554,0.364260,0.368496,0.267244,0.417005,0.368806,0.214189
65,C3_anneal,0.146125,0.053712,0.073062,1.000000,0.312405,0.364321,0.368463,0.267216,0.417146,0.369119,0.213735
66,C3_anneal,0.143141,0.055192,0.071571,1.000000,0.318412,0.366270,0.366847,0.266884,0.418854,0.368209,0.212937
67,C3_anneal,0.146798,0.057112,0.073399,1.000000,0.325538,0.366497,0.366749,0.266754,0.419052,0.368009,0.212939
68,C3_anneal,0.140824,0.059497,0.070412,1.000000,0.333740,0.366518,0.366349,0.267133,0.418485,0.367269,0.214247
69,C3_anneal,0.139653,0.056674,0.069826,1.000000,0.342967,0.368100,0.365104,0.266796,0.418661,0.367600,0.213738
70,C3_anneal,0.134857,0.060249,0.067428,1.000000,0.353163,0.368025,0.364602,0.267373,0.420273,0.367184,0.212543
71,C3_anneal,0.138006,0.058177,0.069003,1.000000,0.364263,0.368065,0.364920,0.267015,0.419479,0.366926,0.213595
72,C3_anneal,0.135361,0.060899,0.067680,1.000000,0.376201,0.368679,0.364460,0.266861,0.417420,0.366042,0.216538
73,C3_anneal,0.137336,0.060838,0.068668,1.000000,0.388902,0.369685,0.363661,0.266654,0.418105,0.366233,0.215662
74,C3_anneal,0.134428,0.062176,0.067214,1.000000,0.402287,0.369554,0.364069,0.266377,0.418933,0.366129,0.214938
75,C3_anneal,0.135205,0.062708,0.067603,1.000000,0.416275,0.370346,0.363691,0.265963,0.417199,0.367341,0.215460
76,C3_anneal,0.134392,0.064114,0.067196,1.000000,0.430780,0.370437,0.363617,0.265946,0.416708,0.369384,0.213908
77,C3_anneal,0.137246,0.065053,0.068623,1.000000,0.445711,0.370752,0.362907,0.266340,0.416055,0.370529,0.213416
78,C3_anneal,0.140064,0.065886,0.070032,1.000000,0.460977,0.370260,0.362887,0.266852,0.417929,0.367230,0.214841
79,C3_anneal,0.131187,0.064316,0.065593,1.000000,0.476483,0.370525,0.363860,0.265615,0.418394,0.367437,0.214169
80,C3_anneal,0.128321,0.061799,0.064160,1.000000,0.492135,0.371106,0.363620,0.265274,0.416065,0.369190,0.214745
81,C3_anneal,0.127886,0.062617,0.063943,1.000000,0.507834,0.372046,0.362495,0.265459,0.417044,0.368259,0.214697
82,C3_anneal,0.129665,0.066744,0.064833,1.000000,0.523486,0.370866,0.362800,0.266334,0.415832,0.368702,0.215466
83,C3_anneal,0.125309,0.063079,0.062654,1.000000,0.538993,0.371511,0.362444,0.266045,0.415726,0.368939,0.215334
84,C3_anneal,0.124123,0.065741,0.062062,1.000000,0.554259,0.370994,0.362630,0.266376,0.415097,0.368468,0.216435
85,C3_anneal,0.120539,0.061934,0.060269,1.000000,0.569191,0.371088,0.361771,0.267141,0.415489,0.367964,0.216547
86,C3_anneal,0.121146,0.062073,0.060573,1.000000,0.583696,0.370132,0.361990,0.267878,0.414584,0.368258,0.217157
87,C3_anneal,0.119698,0.061177,0.059849,1.000000,0.597686,0.369388,0.361525,0.269087,0.414358,0.368879,0.216763
88,C3_anneal,0.118519,0.064341,0.059259,1.000000,0.611073,0.370115,0.361402,0.268483,0.414448,0.367366,0.218186
89,C3_anneal,0.121898,0.066487,0.060949,1.000000,0.623775,0.372054,0.359227,0.268720,0.411873,0.368447,0.219680
90,C3_anneal,0.119666,0.061483,0.059833,1.000000,0.635714,0.372043,0.358227,0.269730,0.412885,0.369029,0.218086
91,C3_anneal,0.118436,0.060296,0.059218,1.000000,0.646816,0.372709,0.357441,0.269850,0.413187,0.369203,0.217610
92,C3_anneal,0.116249,0.060824,0.058125,1.000000,0.657013,0.372128,0.357608,0.270264,0.410566,0.369640,0.219795
93,C3_anneal,0.115439,0.060360,0.057719,1.000000,0.666243,0.372474,0.358009,0.269516,0.410305,0.369776,0.219919
94,C3_anneal,0.117675,0.057939,0.058838,1.000000,0.674447,0.372465,0.358561,0.268974,0.410888,0.368410,0.220702
95,C3_anneal,0.116498,0.061367,0.058249,1.000000,0.681575,0.374288,0.356538,0.269174,0.412581,0.367978,0.219441
96,C3_anneal,0.115742,0.060508,0.057871,1.000000,0.687585,0.375952,0.354099,0.269949,0.416094,0.365731,0.218175
97,C3_anneal,0.116125,0.063405,0.058062,1.000000,0.692437,0.375596,0.354704,0.269699,0.414074,0.367795,0.218131
98,C3_anneal,0.110045,0.055575,0.055023,1.000000,0.696104,0.373924,0.355881,0.270195,0.412938,0.368602,0.218460
99,C3_anneal,0.109431,0.057189,0.054716,1.000000,0.698561,0.374369,0.355209,0.270422,0.414209,0.367972,0.217818
100,C3_anneal,0.112089,0.053957,0.056045,1.000000,0.699794,0.375412,0.354313,0.270275,0.415251,0.366306,0.218443
101,C3_anneal,0.111125,0.054407,0.055562,1.000000,0.700000,0.374767,0.354654,0.270579,0.416100,0.365681,0.218219
102,C3_anneal,0.106910,0.053946,0.053455,1.000000,0.700000,0.374075,0.354411,0.271514,0.417172,0.365654,0.217175
103,C3_anneal,0.104609,0.052092,0.052304,1.000000,0.700000,0.374957,0.352688,0.272355,0.416785,0.364557,0.218659
104,C3_anneal,0.104221,0.051461,0.052110,1.000000,0.700000,0.374992,0.352805,0.272203,0.417233,0.364062,0.218705
105,C3_anneal,0.102751,0.052672,0.051376,1.000000,0.700000,0.375351,0.352527,0.272122,0.415992,0.364812,0.219197
106,C3_anneal,0.102311,0.049648,0.051156,1.000000,0.700000,0.375137,0.351483,0.273380,0.414576,0.366442,0.218981
107,C3_anneal,0.100067,0.048612,0.050033,1.000000,0.700000,0.375692,0.351411,0.272897,0.414403,0.367383,0.218214
108,C3_anneal,0.101121,0.052409,0.050561,1.000000,0.700000,0.376756,0.350908,0.272335,0.412365,0.369610,0.218025
109,C3_anneal,0.096918,0.045701,0.048459,1.000000,0.700000,0.376322,0.350462,0.273216,0.413116,0.368977,0.217907
110,C3_anneal,0.095625,0.047930,0.047813,1.000000,0.700000,0.376718,0.350815,0.272467,0.414510,0.368436,0.217054
111,C3_anneal,0.098991,0.045574,0.049496,1.000000,0.700000,0.376801,0.351474,0.271726,0.414964,0.368456,0.216580
112,C3_anneal,0.094810,0.043566,0.047405,1.000000,0.700000,0.376879,0.351737,0.271384,0.415441,0.368116,0.216444
113,C3_anneal,0.092837,0.042183,0.046418,1.000000,0.700000,0.376176,0.352016,0.271807,0.415906,0.369053,0.215041
114,C3_anneal,0.094507,0.042537,0.047254,1.000000,0.700000,0.376180,0.351168,0.272651,0.414485,0.369688,0.215827
115,C3_anneal,0.090489,0.040424,0.045244,1.000000,0.700000,0.376620,0.350288,0.273092,0.413938,0.370191,0.215871
116,C3_anneal,0.089389,0.040493,0.044695,1.000000,0.700000,0.377777,0.349726,0.272497,0.413317,0.370883,0.215799
117,C3_anneal,0.091947,0.039117,0.045973,1.000000,0.700000,0.377044,0.349717,0.273239,0.413091,0.371420,0.215489
118,C3_anneal,0.086510,0.038842,0.043255,1.000000,0.700000,0.376959,0.349252,0.273789,0.414214,0.371037,0.214749
119,C3_anneal,0.087190,0.037080,0.043595,1.000000,0.700000,0.376471,0.350156,0.273373,0.416775,0.369019,0.214206
120,C3_anneal,0.088480,0.037075,0.044240,1.000000,0.700000,0.378252,0.348744,0.273004,0.418365,0.367544,0.214091
121,C3_anneal,0.082486,0.033880,0.041243,1.000000,0.700000,0.378763,0.348148,0.273089,0.418936,0.367551,0.213512
122,C3_anneal,0.082764,0.035025,0.041382,1.000000,0.700000,0.378657,0.348191,0.273152,0.419015,0.367307,0.213679
123,C3_anneal,0.081472,0.034286,0.040736,1.000000,0.700000,0.378296,0.348222,0.273483,0.418634,0.367718,0.213648
124,C3_anneal,0.078912,0.032639,0.039456,1.000000,0.700000,0.378444,0.348015,0.273541,0.418380,0.368050,0.213570
125,C3_anneal,0.079742,0.032898,0.039871,1.000000,0.700000,0.378385,0.348277,0.273338,0.418461,0.368071,0.213468
126,C3_anneal,0.079038,0.031435,0.039519,1.000000,0.700000,0.378311,0.348378,0.273312,0.418693,0.368018,0.213288
127,C3_anneal,0.077688,0.031081,0.038844,1.000000,0.700000,0.378002,0.348718,0.273280,0.418740,0.368183,0.213076
128,C3_anneal,0.078174,0.030423,0.039087,1.000000,0.700000,0.378131,0.348506,0.273364,0.418822,0.368405,0.212773
129,C3_anneal,0.076159,0.029607,0.038079,1.000000,0.700000,0.377960,0.348731,0.273309,0.418703,0.368398,0.212899
130,C3_anneal,0.074188,0.031012,0.037094,1.000000,0.700000,0.378247,0.348591,0.273162,0.418478,0.368640,0.212882
131,C3_reliable_0p3,0.075678,0.029594,0.037839,1.000000,0.700000,0.378191,0.348488,0.273320,0.418315,0.368590,0.213096
132,C3_reliable_0p3,0.074938,0.029827,0.037469,1.000000,0.700000,0.378279,0.348371,0.273350,0.418471,0.368624,0.212905
133,C3_reliable_0p3,0.076509,0.029305,0.038255,1.000000,0.700000,0.378192,0.348301,0.273507,0.418102,0.368569,0.213329
134,C3_reliable_0p3,0.074295,0.029665,0.037148,1.000000,0.700000,0.378197,0.348482,0.273321,0.418198,0.368352,0.213451
135,C3_reliable_0p3,0.074920,0.029126,0.037460,1.000000,0.700000,0.378097,0.348515,0.273388,0.418209,0.368443,0.213348
136,C3_reliable_0p3,0.076445,0.029338,0.038222,1.000000,0.700000,0.378077,0.348479,0.273444,0.418060,0.368403,0.213537
137,C3_reliable_0p3,0.075533,0.029671,0.037767,1.000000,0.700000,0.378050,0.348470,0.273481,0.418207,0.368309,0.213484
138,C3_reliable_0p3,0.073917,0.029410,0.036959,1.000000,0.700000,0.378021,0.348520,0.273459,0.418515,0.368301,0.213184
139,C3_reliable_0p3,0.075110,0.029049,0.037555,1.000000,0.700000,0.378046,0.348679,0.273275,0.418872,0.368107,0.213021
140,C3_reliable_0p3,0.076708,0.028812,0.038354,1.000000,0.700000,0.378033,0.348603,0.273364,0.418655,0.368038,0.213307
141,C3_reliable_0p3,0.074906,0.030389,0.037453,1.000000,0.700000,0.378044,0.348706,0.273250,0.418602,0.368050,0.213348
142,C3_reliable_0p3,0.072688,0.028975,0.036344,1.000000,0.700000,0.378018,0.348501,0.273481,0.418683,0.367987,0.213331
143,C3_reliable_0p3,0.073013,0.028679,0.036507,1.000000,0.700000,0.377772,0.348745,0.273483,0.418511,0.368220,0.213269
144,C3_reliable_0p3,0.073762,0.029419,0.036881,1.000000,0.700000,0.377702,0.348865,0.273432,0.418714,0.367874,0.213411
145,C3_reliable_0p3,0.073095,0.030541,0.036547,1.000000,0.700000,0.377808,0.348853,0.273340,0.418894,0.367882,0.213223
146,C3_reliable_0p3,0.072441,0.027937,0.036221,1.000000,0.700000,0.377776,0.348827,0.273397,0.418885,0.367940,0.213176
147,C3_reliable_0p3,0.073237,0.028378,0.036619,1.000000,0.700000,0.377959,0.348599,0.273442,0.418948,0.367927,0.213124
148,C3_reliable_0p3,0.072964,0.028033,0.036482,1.000000,0.700000,0.377849,0.348685,0.273466,0.419001,0.367872,0.213127
149,C3_reliable_0p3,0.073178,0.028392,0.036589,1.000000,0.700000,0.378061,0.348468,0.273471,0.419257,0.367794,0.212949
150,C3_reliable_0p3,0.071452,0.028165,0.035726,1.000000,0.700000,0.377825,0.348792,0.273382,0.419279,0.367723,0.212998
