epoch,S,Fw,E,MAE
30,0.6757,0.4985,0.8909,0.1670
35,0.7506,0.5887,0.9013,0.1165
40,0.7850,0.6358,0.8991,0.0984
45,0.8092,0.6844,0.8974,0.0865
50,0.8117,0.6890,0.8987,0.0849
55,0.8215,0.7073,0.9029,0.0754
60,0.8129,0.6900,0.9009,0.0837
65,0.8240,0.7649,0.8999,0.0693
70,0.8312,0.7872,0.9034,0.0621
75,0.8009,0.7501,0.8705,0.0717
80,0.8368,0.7983,0.9065,0.0604
85,0.8308,0.7906,0.9011,0.0622
90,0.8330,0.7950,0.9056,0.0599
95,0.8208,0.7813,0.8966,0.0639
100,0.8306,0.7867,0.9022,0.0604
105,0.8301,0.7895,0.9031,0.0603
110,0.8339,0.7953,0.9052,0.0583
115,0.8318,0.7937,0.9050,0.0590
120,0.8275,0.7854,0.8987,0.0625
125,0.8292,0.7877,0.9020,0.0599
130,0.8290,0.7880,0.9024,0.0600
135,0.8284,0.7877,0.9022,0.0600
140,0.8282,0.7887,0.9014,0.0604
145,0.8275,0.7873,0.9019,0.0610
150,0.8284,0.7883,0.9022,0.0600
