epoch,S,Fw,E,MAE
30,0.7651,0.5380,0.9225,0.0618
35,0.7940,0.5844,0.9233,0.0507
40,0.8184,0.6250,0.9308,0.0401
45,0.8081,0.6084,0.9279,0.0483
50,0.8288,0.6513,0.9302,0.0378
55,0.8374,0.6680,0.9340,0.0333
60,0.8295,0.6522,0.9288,0.0369
65,0.8507,0.7622,0.9284,0.0258
70,0.8448,0.7638,0.9231,0.0296
75,0.8581,0.7816,0.9353,0.0253
80,0.8597,0.7854,0.9362,0.0245
85,0.8560,0.7806,0.9330,0.0248
90,0.8570,0.7830,0.9338,0.0247
95,0.8582,0.7856,0.9340,0.0246
100,0.8593,0.7850,0.9347,0.0245
105,0.8538,0.7802,0.9298,0.0266
110,0.8580,0.7814,0.9324,0.0259
115,0.8560,0.7828,0.9305,0.0254
120,0.8566,0.7821,0.9304,0.0259
125,0.8570,0.7842,0.9322,0.0250
130,0.8570,0.7844,0.9323,0.0250
135,0.8566,0.7841,0.9322,0.0251
140,0.8566,0.7842,0.9317,0.0251
145,0.8577,0.7850,0.9330,0.0249
150,0.8575,0.7844,0.9327,0.0249
