epoch,S,Fw,E,MAE
30,0.8042,0.6858,0.8900,0.0904
35,0.8250,0.7182,0.9026,0.0786
40,0.8312,0.7338,0.8993,0.0721
45,0.8276,0.7278,0.9014,0.0786
50,0.8387,0.7518,0.9030,0.0700
55,0.8365,0.7515,0.9005,0.0678
60,0.8345,0.7436,0.9028,0.0719
65,0.8312,0.7869,0.9045,0.0611
70,0.8166,0.7714,0.8845,0.0689
75,0.8284,0.7861,0.9032,0.0609
80,0.8275,0.7849,0.9009,0.0626
85,0.8252,0.7802,0.8976,0.0619
90,0.8299,0.7903,0.9046,0.0591
95,0.8258,0.7846,0.8997,0.0598
100,0.8309,0.7899,0.9047,0.0591
105,0.8274,0.7879,0.9029,0.0633
110,0.8365,0.7979,0.9071,0.0596
115,0.8212,0.7774,0.8909,0.0612
120,0.8300,0.7891,0.9010,0.0583
125,0.8266,0.7859,0.8975,0.0588
130,0.8251,0.7842,0.8959,0.0594
135,0.8243,0.7830,0.8952,0.0596
140,0.8229,0.7812,0.8937,0.0601
145,0.8240,0.7829,0.8956,0.0599
150,0.8242,0.7832,0.8964,0.0598
