epoch,stage,total,bce,nc,q,csr_alpha,p3_context,p3_current,p3_fine,p4_context,p4_current,p4_fine
27,C3_broad_1to1,0.068383,0.034619,0.033763,2.000000,0.211330,0.321656,0.398061,0.280283,0.440810,0.347739,0.211452
28,C3_broad_1to1,0.064627,0.031848,0.032778,2.000000,0.215208,0.322934,0.397528,0.279539,0.440468,0.347956,0.211577
29,C3_broad_1to1,0.063115,0.031073,0.032043,2.000000,0.219112,0.322601,0.396091,0.281307,0.440413,0.347915,0.211672
30,C3_broad_1to1,0.065332,0.032284,0.033048,2.000000,0.223033,0.322736,0.395348,0.281916,0.440986,0.347692,0.211322
31,C3_broad_1to1,0.064560,0.031842,0.032718,2.000000,0.226959,0.322722,0.395443,0.281836,0.441404,0.347656,0.210940
32,C3_broad_1to1,0.062770,0.031246,0.031524,2.000000,0.230880,0.323359,0.394407,0.282233,0.441917,0.348312,0.209771
33,C3_broad_1to1,0.062046,0.031149,0.030897,2.000000,0.234784,0.323178,0.393923,0.282899,0.441524,0.348622,0.209854
34,C3_broad_1to1,0.058539,0.028752,0.029787,2.000000,0.238662,0.322302,0.394663,0.283035,0.443445,0.347054,0.209501
35,C3_broad_1to1,0.059480,0.029418,0.030062,2.000000,0.242503,0.322934,0.393881,0.283185,0.443964,0.346859,0.209177
36,C3_broad_1to1,0.058009,0.029075,0.028934,2.000000,0.246295,0.322502,0.393461,0.284037,0.444256,0.347057,0.208686
37,C3_broad_1to1,0.058077,0.029039,0.029038,2.000000,0.250029,0.321542,0.393537,0.284921,0.445486,0.346221,0.208293
38,C3_broad_1to1,0.057720,0.028441,0.029279,2.000000,0.253694,0.320911,0.394146,0.284943,0.444883,0.346560,0.208557
39,C3_broad_1to1,0.058764,0.029026,0.029738,2.000000,0.257281,0.320633,0.394465,0.284902,0.444569,0.347821,0.207609
40,C3_broad_1to1,0.057484,0.028928,0.028556,2.000000,0.260779,0.321858,0.393156,0.284986,0.445959,0.348288,0.205753
41,C3_broad_1to1,0.056428,0.028237,0.028191,2.000000,0.264180,0.321849,0.392449,0.285702,0.445473,0.349398,0.205129
42,C3_broad_1to1,0.055257,0.027833,0.027424,2.000000,0.267472,0.321511,0.392771,0.285718,0.444448,0.348869,0.206682
43,C3_broad_1to1,0.053670,0.026796,0.026873,2.000000,0.270649,0.322090,0.391458,0.286452,0.444236,0.348187,0.207577
44,C3_broad_1to1,0.054555,0.027093,0.027462,2.000000,0.273700,0.322225,0.391237,0.286538,0.443829,0.348693,0.207477
45,C3_broad_1to1,0.054194,0.026720,0.027475,2.000000,0.276618,0.322333,0.390679,0.286988,0.444076,0.348230,0.207694
46,C3_broad_1to1,0.052619,0.026364,0.026256,2.000000,0.279394,0.321795,0.390023,0.288182,0.443967,0.347414,0.208620
47,C3_broad_1to1,0.050540,0.025069,0.025471,2.000000,0.282021,0.322854,0.389023,0.288123,0.444808,0.347637,0.207555
48,C3_broad_1to1,0.051191,0.025507,0.025683,2.000000,0.284492,0.323754,0.387456,0.288790,0.445697,0.348633,0.205670
49,C3_broad_1to1,0.050952,0.025250,0.025702,2.000000,0.286800,0.323540,0.388062,0.288398,0.446216,0.347138,0.206647
50,C3_broad_1to1,0.051233,0.025170,0.026063,2.000000,0.288939,0.323500,0.387733,0.288766,0.445085,0.347420,0.207494
51,C3_broad_1to1,0.050587,0.025246,0.025342,2.000000,0.290902,0.323602,0.387496,0.288903,0.445687,0.347694,0.206619
52,C3_broad_1to1,0.050408,0.024896,0.025512,2.000000,0.292684,0.324292,0.387062,0.288647,0.447587,0.347148,0.205266
53,C3_broad_1to1,0.053832,0.027070,0.026763,2.000000,0.294282,0.323314,0.386520,0.290165,0.446836,0.348532,0.204632
54,C3_broad_1to1,0.050512,0.024978,0.025533,2.000000,0.295689,0.321757,0.387945,0.290298,0.445917,0.348290,0.205793
55,C3_broad_1to1,0.050091,0.025160,0.024930,2.000000,0.296902,0.321840,0.388011,0.290149,0.447737,0.345787,0.206476
56,C3_broad_1to1,0.052000,0.026197,0.025803,2.000000,0.297919,0.321891,0.387732,0.290376,0.449737,0.345068,0.205196
57,C3_broad_1to1,0.049144,0.024166,0.024979,2.000000,0.298735,0.321911,0.387284,0.290805,0.449777,0.345127,0.205096
58,C3_broad_1to1,0.047096,0.023293,0.023803,2.000000,0.299349,0.322067,0.386367,0.291566,0.448746,0.346235,0.205020
59,C3_broad_1to1,0.050148,0.025440,0.024708,2.000000,0.299760,0.322088,0.386062,0.291849,0.447070,0.346127,0.206804
60,C3_broad_1to1,0.046459,0.023060,0.023398,2.000000,0.299966,0.323215,0.384885,0.291900,0.445920,0.346375,0.207705
61,C3_anneal,0.131167,0.037555,0.065576,1.001980,0.300359,0.324605,0.387379,0.288016,0.445528,0.344608,0.209864
62,C3_anneal,0.118699,0.044417,0.059350,1.000000,0.302512,0.326784,0.386170,0.287046,0.444648,0.346300,0.209053
63,C3_anneal,0.121153,0.044131,0.060577,1.000000,0.306808,0.327875,0.385227,0.286898,0.444446,0.346523,0.209031
64,C3_anneal,0.109719,0.044161,0.054859,1.000000,0.313220,0.327799,0.384690,0.287512,0.445410,0.345815,0.208775
65,C3_anneal,0.104764,0.043590,0.052382,1.000000,0.321708,0.327916,0.384583,0.287501,0.447558,0.345101,0.207341
66,C3_anneal,0.109600,0.045918,0.054800,1.000000,0.332220,0.327860,0.383368,0.288772,0.446841,0.346239,0.206920
67,C3_anneal,0.106744,0.045435,0.053372,1.000000,0.344692,0.326825,0.384418,0.288757,0.445937,0.344185,0.209878
68,C3_anneal,0.102272,0.050632,0.051136,1.000000,0.359045,0.325138,0.385416,0.289446,0.448373,0.343155,0.208472
69,C3_anneal,0.106525,0.050970,0.053262,1.000000,0.375193,0.324414,0.385510,0.290075,0.449923,0.342867,0.207211
70,C3_anneal,0.107666,0.051331,0.053833,1.000000,0.393035,0.325002,0.384592,0.290406,0.450218,0.341423,0.208359
71,C3_anneal,0.103088,0.049778,0.051544,1.000000,0.412461,0.324178,0.384784,0.291038,0.450161,0.342377,0.207463
72,C3_anneal,0.105378,0.050284,0.052689,1.000000,0.433351,0.323526,0.384791,0.291682,0.450474,0.341714,0.207812
73,C3_anneal,0.102551,0.050266,0.051275,1.000000,0.455578,0.324747,0.383882,0.291370,0.450594,0.342973,0.206433
74,C3_anneal,0.103698,0.051107,0.051849,1.000000,0.479003,0.323873,0.383527,0.292599,0.451803,0.341489,0.206708
75,C3_anneal,0.099301,0.055427,0.049650,1.000000,0.503482,0.324249,0.382128,0.293623,0.454557,0.339587,0.205856
76,C3_anneal,0.097108,0.051231,0.048554,1.000000,0.528865,0.323809,0.383561,0.292631,0.454792,0.338105,0.207103
77,C3_anneal,0.099136,0.051959,0.049568,1.000000,0.554994,0.324054,0.382738,0.293208,0.453202,0.339056,0.207742
78,C3_anneal,0.106947,0.055738,0.053474,1.000000,0.581709,0.324167,0.382387,0.293446,0.454091,0.337021,0.208888
79,C3_anneal,0.098983,0.055765,0.049491,1.000000,0.608845,0.324574,0.382885,0.292541,0.452348,0.338163,0.209489
80,C3_anneal,0.096296,0.051657,0.048148,1.000000,0.636235,0.325381,0.381870,0.292749,0.453700,0.338865,0.207434
81,C3_anneal,0.097756,0.054188,0.048878,1.000000,0.663710,0.324647,0.381685,0.293667,0.455131,0.338723,0.206146
82,C3_anneal,0.098667,0.052130,0.049333,1.000000,0.691100,0.323861,0.382647,0.293492,0.454231,0.337522,0.208247
83,C3_anneal,0.096543,0.053181,0.048271,1.000000,0.718237,0.325040,0.382326,0.292634,0.456831,0.334895,0.208274
84,C3_anneal,0.099692,0.056622,0.049846,1.000000,0.744954,0.324703,0.382437,0.292860,0.457022,0.333937,0.209041
85,C3_anneal,0.095980,0.053177,0.047990,1.000000,0.771084,0.323987,0.383299,0.292714,0.454469,0.334850,0.210681
86,C3_anneal,0.095740,0.052269,0.047870,1.000000,0.796469,0.322255,0.384107,0.293638,0.454678,0.334369,0.210953
87,C3_anneal,0.093231,0.050009,0.046616,1.000000,0.820950,0.323693,0.383865,0.292442,0.454866,0.333551,0.211584
88,C3_anneal,0.096656,0.051835,0.048328,1.000000,0.844377,0.322572,0.383954,0.293474,0.456367,0.332520,0.211113
89,C3_anneal,0.099483,0.051876,0.049742,1.000000,0.866606,0.321068,0.384075,0.294857,0.457932,0.334547,0.207520
90,C3_anneal,0.098525,0.057178,0.049262,1.000000,0.887499,0.321068,0.384218,0.294714,0.458787,0.334703,0.206510
91,C3_anneal,0.094470,0.051484,0.047235,1.000000,0.906928,0.321178,0.384468,0.294354,0.458687,0.334257,0.207056
92,C3_anneal,0.093557,0.052289,0.046779,1.000000,0.924773,0.320882,0.384632,0.294486,0.459886,0.333211,0.206903
93,C3_anneal,0.092375,0.051787,0.046187,1.000000,0.940924,0.320496,0.384356,0.295149,0.459262,0.332645,0.208093
94,C3_anneal,0.091963,0.053544,0.045981,1.000000,0.955282,0.321740,0.383069,0.295191,0.458744,0.333044,0.208213
95,C3_anneal,0.095236,0.055750,0.047618,1.000000,0.967757,0.321551,0.383316,0.295133,0.459079,0.330400,0.210521
96,C3_anneal,0.089212,0.051653,0.044606,1.000000,0.978273,0.321751,0.383161,0.295088,0.458634,0.330420,0.210946
97,C3_anneal,0.091971,0.052515,0.045986,1.000000,0.986765,0.321057,0.382263,0.296680,0.457927,0.331826,0.210247
98,C3_anneal,0.091877,0.054019,0.045938,1.000000,0.993181,0.320797,0.382892,0.296311,0.458041,0.332601,0.209359
99,C3_anneal,0.092697,0.051088,0.046348,1.000000,0.997481,0.320891,0.382721,0.296388,0.456710,0.333886,0.209404
100,C3_anneal,0.089383,0.054305,0.044691,1.000000,0.999639,0.321860,0.383048,0.295092,0.457142,0.333308,0.209549
101,C3_anneal,0.094294,0.051861,0.047147,1.000000,1.000000,0.322209,0.382771,0.295021,0.455950,0.334272,0.209778
102,C3_anneal,0.090135,0.052915,0.045067,1.000000,1.000000,0.321259,0.383672,0.295068,0.457028,0.332917,0.210055
103,C3_anneal,0.089513,0.053812,0.044757,1.000000,1.000000,0.321389,0.382852,0.295759,0.458710,0.333596,0.207695
104,C3_anneal,0.090500,0.055477,0.045250,1.000000,1.000000,0.321865,0.381354,0.296781,0.459124,0.333524,0.207352
105,C3_anneal,0.093137,0.053709,0.046569,1.000000,1.000000,0.322191,0.379696,0.298113,0.459148,0.332964,0.207888
106,C3_anneal,0.085836,0.046503,0.042918,1.000000,1.000000,0.322726,0.380354,0.296920,0.459034,0.334280,0.206686
107,C3_anneal,0.091100,0.051214,0.045550,1.000000,1.000000,0.321677,0.381077,0.297246,0.458360,0.335210,0.206429
108,C3_anneal,0.093782,0.052849,0.046891,1.000000,1.000000,0.321385,0.381261,0.297354,0.458791,0.334265,0.206944
109,C3_anneal,0.087298,0.049804,0.043649,1.000000,1.000000,0.320815,0.381913,0.297272,0.458791,0.334003,0.207206
110,C3_anneal,0.085931,0.049151,0.042965,1.000000,1.000000,0.321187,0.380330,0.298482,0.458926,0.333573,0.207501
111,C3_anneal,0.084474,0.048387,0.042237,1.000000,1.000000,0.321877,0.379824,0.298300,0.459606,0.333412,0.206982
112,C3_anneal,0.085284,0.047298,0.042642,1.000000,1.000000,0.321006,0.380680,0.298313,0.459116,0.333555,0.207329
113,C3_anneal,0.083923,0.048856,0.041961,1.000000,1.000000,0.322339,0.379505,0.298156,0.458125,0.334697,0.207179
114,C3_anneal,0.084625,0.047643,0.042313,1.000000,1.000000,0.321280,0.380056,0.298664,0.460952,0.334028,0.205020
115,C3_anneal,0.083760,0.045793,0.041880,1.000000,1.000000,0.321253,0.379714,0.299033,0.461831,0.332675,0.205493
116,C3_anneal,0.083616,0.048038,0.041808,1.000000,1.000000,0.320428,0.380397,0.299175,0.461357,0.333925,0.204717
117,C3_anneal,0.080957,0.043417,0.040479,1.000000,1.000000,0.320646,0.379151,0.300203,0.461366,0.331849,0.206785
118,C3_anneal,0.085887,0.048064,0.042944,1.000000,1.000000,0.320631,0.378651,0.300718,0.461324,0.332113,0.206563
119,C3_anneal,0.085767,0.046873,0.042883,1.000000,1.000000,0.321901,0.377234,0.300866,0.461948,0.331473,0.206579
120,C3_anneal,0.083499,0.049161,0.041749,1.000000,1.000000,0.321592,0.377248,0.301160,0.460844,0.331804,0.207352
121,C3_anneal,0.079908,0.045103,0.039954,1.000000,1.000000,0.320955,0.378536,0.300509,0.461791,0.330471,0.207739
122,C3_anneal,0.080590,0.044062,0.040295,1.000000,1.000000,0.321013,0.378459,0.300528,0.461720,0.330583,0.207697
123,C3_anneal,0.074983,0.041684,0.037491,1.000000,1.000000,0.321111,0.378255,0.300634,0.461623,0.330808,0.207569
124,C3_anneal,0.076389,0.044319,0.038194,1.000000,1.000000,0.321164,0.378055,0.300781,0.461621,0.331029,0.207350
125,C3_anneal,0.077099,0.045366,0.038549,1.000000,1.000000,0.321252,0.377858,0.300889,0.461631,0.331129,0.207240
126,C3_anneal,0.075128,0.041185,0.037564,1.000000,1.000000,0.321306,0.377883,0.300811,0.461272,0.331425,0.207304
127,C3_anneal,0.077182,0.041511,0.038591,1.000000,1.000000,0.321151,0.378221,0.300629,0.461186,0.331321,0.207493
128,C3_anneal,0.075572,0.041288,0.037786,1.000000,1.000000,0.321306,0.378148,0.300546,0.461419,0.331289,0.207292
129,C3_anneal,0.075798,0.041418,0.037899,1.000000,1.000000,0.321373,0.378080,0.300548,0.461164,0.331529,0.207307
130,C3_anneal,0.075624,0.041645,0.037812,1.000000,1.000000,0.321383,0.377926,0.300691,0.461452,0.331334,0.207213
131,C3_anneal,0.072639,0.039203,0.036319,1.000000,1.000000,0.321470,0.377648,0.300881,0.461634,0.331245,0.207121
132,C3_anneal,0.072712,0.039170,0.036356,1.000000,1.000000,0.321615,0.377587,0.300798,0.461549,0.331513,0.206938
133,C3_anneal,0.072755,0.038209,0.036377,1.000000,1.000000,0.321450,0.377888,0.300662,0.461259,0.331765,0.206975
134,C3_anneal,0.070674,0.035612,0.035337,1.000000,1.000000,0.321626,0.377705,0.300669,0.461156,0.332077,0.206767
135,C3_anneal,0.070325,0.039004,0.035163,1.000000,1.000000,0.321354,0.377847,0.300800,0.460663,0.332496,0.206841
136,C3_anneal,0.073658,0.038864,0.036829,1.000000,1.000000,0.321142,0.378043,0.300815,0.460662,0.332349,0.206989
137,C3_anneal,0.069939,0.036374,0.034970,1.000000,1.000000,0.321319,0.377985,0.300696,0.461145,0.331933,0.206922
138,C3_anneal,0.072647,0.037831,0.036324,1.000000,1.000000,0.321454,0.377903,0.300642,0.461607,0.331688,0.206705
139,C3_anneal,0.071778,0.040160,0.035889,1.000000,1.000000,0.321337,0.378062,0.300602,0.461217,0.332009,0.206774
140,C3_anneal,0.071191,0.036265,0.035595,1.000000,1.000000,0.321657,0.377879,0.300464,0.461172,0.332241,0.206587
141,C3_reliable_0p3,0.069996,0.034228,0.034998,1.000000,1.000000,0.321540,0.377894,0.300566,0.460978,0.332470,0.206552
142,C3_reliable_0p3,0.070715,0.037856,0.035358,1.000000,1.000000,0.321609,0.377905,0.300486,0.460868,0.332448,0.206684
143,C3_reliable_0p3,0.070529,0.037554,0.035265,1.000000,1.000000,0.321661,0.378057,0.300283,0.460879,0.332539,0.206582
144,C3_reliable_0p3,0.070137,0.035362,0.035068,1.000000,1.000000,0.321571,0.377980,0.300450,0.460913,0.332627,0.206459
145,C3_reliable_0p3,0.071848,0.040047,0.035924,1.000000,1.000000,0.321662,0.377858,0.300480,0.461171,0.332393,0.206436
146,C3_reliable_0p3,0.069030,0.036475,0.034515,1.000000,1.000000,0.321840,0.377743,0.300417,0.461056,0.332523,0.206422
147,C3_reliable_0p3,0.070364,0.038246,0.035182,1.000000,1.000000,0.321683,0.377641,0.300676,0.461393,0.332118,0.206489
148,C3_reliable_0p3,0.068235,0.037686,0.034117,1.000000,1.000000,0.321651,0.377451,0.300898,0.461427,0.332034,0.206539
149,C3_reliable_0p3,0.069859,0.037618,0.034930,1.000000,1.000000,0.321522,0.377545,0.300933,0.461803,0.331839,0.206358
150,C3_reliable_0p3,0.070204,0.036941,0.035102,1.000000,1.000000,0.321458,0.377472,0.301070,0.461784,0.331882,0.206334
