epoch,stage,total,bce
138,C3_anneal,0.006515,0.006515
139,C3_anneal,0.006565,0.006565
140,C3_anneal,0.006491,0.006491
141,C3_reliable_0p3,0.006684,0.006684
142,C3_reliable_0p3,0.006349,0.006349
143,C3_reliable_0p3,0.006703,0.006703
144,C3_reliable_0p3,0.006408,0.006408
145,C3_reliable_0p3,0.006369,0.006369
146,C3_reliable_0p3,0.006778,0.006778
147,C3_reliable_0p3,0.006525,0.006525
148,C3_reliable_0p3,0.006612,0.006612
149,C3_reliable_0p3,0.006393,0.006393
150,C3_reliable_0p3,0.006354,0.006354
