epoch,S,Fw,E,MAE
30,0.7047,0.5509,0.8973,0.1437
35,0.7491,0.6059,0.8979,0.1116
40,0.7189,0.5625,0.8948,0.1372
45,0.7760,0.6401,0.8984,0.0989
50,0.7882,0.6693,0.8983,0.1002
55,0.8195,0.7242,0.8968,0.0775
60,0.7898,0.6733,0.8876,0.0920
65,0.7762,0.6618,0.9001,0.0890
70,0.8141,0.7445,0.8976,0.0742
75,0.8289,0.7902,0.8983,0.0652
80,0.8371,0.8018,0.9026,0.0663
85,0.8321,0.7916,0.8961,0.0656
90,0.8344,0.7956,0.9058,0.0630
95,0.8338,0.7961,0.9031,0.0644
100,0.8389,0.8023,0.9070,0.0614
105,0.8315,0.7935,0.8981,0.0643
110,0.8399,0.8040,0.9068,0.0629
115,0.8284,0.7895,0.8932,0.0656
120,0.8360,0.7982,0.9018,0.0616
