epoch,stage,total,bce
137,C3_reliable_0p3,0.008365,0.008365
138,C3_reliable_0p3,0.008364,0.008364
139,C3_reliable_0p3,0.008358,0.008358
140,C3_reliable_0p3,0.008460,0.008460
141,C3_reliable_0p3,0.008311,0.008311
142,C3_reliable_0p3,0.008445,0.008445
143,C3_reliable_0p3,0.008331,0.008331
144,C3_reliable_0p3,0.008472,0.008472
145,C3_reliable_0p3,0.008269,0.008269
146,C3_reliable_0p3,0.008205,0.008205
147,C3_reliable_0p3,0.008298,0.008298
148,C3_reliable_0p3,0.008168,0.008168
149,C3_reliable_0p3,0.008280,0.008280
150,C3_reliable_0p3,0.008341,0.008341
