epoch,stage,total,bce
1,C3_broad_1to1,0.310873,0.310873
2,C3_broad_1to1,0.186076,0.186076
3,C3_broad_1to1,0.130280,0.130280
4,C3_broad_1to1,0.096638,0.096638
5,C3_broad_1to1,0.084130,0.084130
6,C3_broad_1to1,0.076200,0.076200
7,C3_broad_1to1,0.065990,0.065990
8,C3_broad_1to1,0.056003,0.056003
9,C3_broad_1to1,0.051622,0.051622
10,C3_broad_1to1,0.046974,0.046974
11,C3_broad_1to1,0.046609,0.046609
12,C3_broad_1to1,0.042837,0.042837
13,C3_broad_1to1,0.040332,0.040332
14,C3_broad_1to1,0.038843,0.038843
15,C3_broad_1to1,0.037304,0.037304
16,C3_broad_1to1,0.035715,0.035715
17,C3_broad_1to1,0.038043,0.038043
18,C3_broad_1to1,0.036917,0.036917
19,C3_broad_1to1,0.033723,0.033723
20,C3_broad_1to1,0.032001,0.032001
21,C3_broad_1to1,0.031735,0.031735
22,C3_broad_1to1,0.032141,0.032141
23,C3_broad_1to1,0.029845,0.029845
24,C3_broad_1to1,0.029214,0.029214
25,C3_broad_1to1,0.029376,0.029376
26,C3_broad_1to1,0.030671,0.030671
27,C3_broad_1to1,0.027440,0.027440
28,C3_broad_1to1,0.027940,0.027940
29,C3_broad_1to1,0.028150,0.028150
30,C3_broad_1to1,0.028014,0.028014
31,C3_broad_1to1,0.026375,0.026375
32,C3_broad_1to1,0.025832,0.025832
33,C3_broad_1to1,0.025819,0.025819
34,C3_broad_1to1,0.026827,0.026827
35,C3_broad_1to1,0.025176,0.025176
36,C3_broad_1to1,0.024603,0.024603
37,C3_broad_1to1,0.026575,0.026575
38,C3_broad_1to1,0.025773,0.025773
39,C3_broad_1to1,0.025392,0.025392
40,C3_broad_1to1,0.024765,0.024765
41,C3_broad_1to1,0.025085,0.025085
42,C3_broad_1to1,0.023891,0.023891
43,C3_broad_1to1,0.023033,0.023033
44,C3_broad_1to1,0.024551,0.024551
45,C3_broad_1to1,0.023585,0.023585
46,C3_broad_1to1,0.025575,0.025575
47,C3_broad_1to1,0.023442,0.023442
48,C3_broad_1to1,0.023971,0.023971
49,C3_broad_1to1,0.024002,0.024002
50,C3_broad_1to1,0.023078,0.023078
51,C3_broad_1to1,0.023403,0.023403
52,C3_broad_1to1,0.024139,0.024139
53,C3_broad_1to1,0.023961,0.023961
54,C3_broad_1to1,0.023318,0.023318
55,C3_broad_1to1,0.022935,0.022935
56,C3_broad_1to1,0.022534,0.022534
57,C3_broad_1to1,0.021854,0.021854
58,C3_broad_1to1,0.022784,0.022784
59,C3_broad_1to1,0.022527,0.022527
60,C3_broad_1to1,0.023778,0.023778
61,C3_anneal,0.021489,0.021489
62,C3_anneal,0.021782,0.021782
63,C3_anneal,0.021606,0.021606
64,C3_anneal,0.023958,0.023958
65,C3_anneal,0.023030,0.023030
66,C3_anneal,0.022677,0.022677
67,C3_anneal,0.022365,0.022365
68,C3_anneal,0.023606,0.023606
69,C3_anneal,0.022005,0.022005
70,C3_anneal,0.021730,0.021730
71,C3_anneal,0.022142,0.022142
72,C3_anneal,0.021827,0.021827
73,C3_anneal,0.022679,0.022679
74,C3_anneal,0.021524,0.021524
75,C3_anneal,0.022688,0.022688
76,C3_anneal,0.021643,0.021643
77,C3_anneal,0.021560,0.021560
78,C3_anneal,0.020525,0.020525
79,C3_anneal,0.022823,0.022823
80,C3_anneal,0.023588,0.023588
81,C3_anneal,0.023075,0.023075
82,C3_anneal,0.022705,0.022705
83,C3_anneal,0.022614,0.022614
84,C3_anneal,0.021695,0.021695
85,C3_anneal,0.022277,0.022277
