epoch,stage,total,bce
61,C3_easy_51_150,0.014485,0.014485
62,C3_easy_51_150,0.014030,0.014030
63,C3_easy_51_150,0.013435,0.013435
64,C3_easy_51_150,0.012964,0.012964
65,C3_easy_51_150,0.012373,0.012373
66,C3_easy_51_150,0.013166,0.013166
67,C3_easy_51_150,0.012959,0.012959
68,C3_easy_51_150,0.013536,0.013536
69,C3_easy_51_150,0.012699,0.012699
70,C3_easy_51_150,0.012288,0.012288
71,C3_easy_51_150,0.012483,0.012483
72,C3_easy_51_150,0.012679,0.012679
73,C3_easy_51_150,0.011730,0.011730
74,C3_easy_51_150,0.011635,0.011635
75,C3_easy_51_150,0.011766,0.011766
76,C3_easy_51_150,0.012041,0.012041
77,C3_easy_51_150,0.011195,0.011195
78,C3_easy_51_150,0.011654,0.011654
79,C3_easy_51_150,0.011328,0.011328
80,C3_easy_51_150,0.011124,0.011124
81,C3_easy_51_150,0.012333,0.012333
82,C3_easy_51_150,0.011067,0.011067
83,C3_easy_51_150,0.011254,0.011254
84,C3_easy_51_150,0.011525,0.011525
85,C3_easy_51_150,0.010966,0.010966
86,C3_easy_51_150,0.010813,0.010813
87,C3_easy_51_150,0.010892,0.010892
88,C3_easy_51_150,0.011375,0.011375
89,C3_easy_51_150,0.010929,0.010929
90,C3_easy_51_150,0.011173,0.011173
91,C3_easy_51_150,0.011184,0.011184
92,C3_easy_51_150,0.011602,0.011602
93,C3_easy_51_150,0.010861,0.010861
94,C3_easy_51_150,0.010384,0.010384
95,C3_easy_51_150,0.010238,0.010238
96,C3_easy_51_150,0.010652,0.010652
97,C3_easy_51_150,0.010642,0.010642
98,C3_easy_51_150,0.011341,0.011341
99,C3_easy_51_150,0.010298,0.010298
100,C3_easy_51_150,0.010174,0.010174
101,C3_easy_51_150,0.010016,0.010016
102,C3_easy_51_150,0.009989,0.009989
103,C3_easy_51_150,0.010684,0.010684
104,C3_easy_51_150,0.010254,0.010254
105,C3_easy_51_150,0.010053,0.010053
106,C3_easy_51_150,0.010027,0.010027
107,C3_easy_51_150,0.009836,0.009836
108,C3_easy_51_150,0.009803,0.009803
109,C3_easy_51_150,0.009747,0.009747
110,C3_easy_51_150,0.009649,0.009649
111,C3_easy_51_150,0.009339,0.009339
112,C3_easy_51_150,0.009446,0.009446
113,C3_easy_51_150,0.009419,0.009419
114,C3_easy_51_150,0.010097,0.010097
115,C3_easy_51_150,0.009247,0.009247
116,C3_easy_51_150,0.009565,0.009565
117,C3_easy_51_150,0.009141,0.009141
118,C3_easy_51_150,0.009189,0.009189
119,C3_easy_51_150,0.009946,0.009946
120,C3_easy_51_150,0.009069,0.009069
121,C3_easy_51_150,0.009107,0.009107
122,C3_easy_51_150,0.009229,0.009229
123,C3_easy_51_150,0.008789,0.008789
124,C3_easy_51_150,0.008962,0.008962
125,C3_easy_51_150,0.008930,0.008930
126,C3_easy_51_150,0.008850,0.008850
127,C3_easy_51_150,0.009039,0.009039
128,C3_easy_51_150,0.008512,0.008512
129,C3_easy_51_150,0.008679,0.008679
130,C3_easy_51_150,0.008543,0.008543
131,C3_easy_51_150,0.009167,0.009167
132,C3_easy_51_150,0.008624,0.008624
133,C3_easy_51_150,0.009396,0.009396
134,C3_easy_51_150,0.009137,0.009137
135,C3_easy_51_150,0.008728,0.008728
136,C3_easy_51_150,0.008566,0.008566
137,C3_easy_51_150,0.008450,0.008450
138,C3_easy_51_150,0.008424,0.008424
139,C3_easy_51_150,0.008440,0.008440
140,C3_easy_51_150,0.008465,0.008465
141,C3_easy_51_150,0.008696,0.008696
142,C3_easy_51_150,0.008271,0.008271
143,C3_easy_51_150,0.008620,0.008620
144,C3_easy_51_150,0.008381,0.008381
145,C3_easy_51_150,0.008281,0.008281
146,C3_easy_51_150,0.008992,0.008992
147,C3_easy_51_150,0.008520,0.008520
148,C3_easy_51_150,0.008420,0.008420
149,C3_easy_51_150,0.008431,0.008431
150,C3_easy_51_150,0.008308,0.008308
