epoch,stage,total,bce
1,C3_expand_1_50,0.430351,0.430351
2,C3_expand_1_50,0.255842,0.255842
3,C3_expand_1_50,0.172027,0.172027
4,C3_expand_1_50,0.123268,0.123268
5,C3_expand_1_50,0.096914,0.096914
6,C3_expand_1_50,0.077037,0.077037
7,C3_expand_1_50,0.063996,0.063996
8,C3_expand_1_50,0.055433,0.055433
9,C3_expand_1_50,0.049470,0.049470
10,C3_expand_1_50,0.043878,0.043878
11,C3_expand_1_50,0.041764,0.041764
12,C3_expand_1_50,0.039644,0.039644
13,C3_expand_1_50,0.037230,0.037230
14,C3_expand_1_50,0.034503,0.034503
15,C3_expand_1_50,0.034807,0.034807
16,C3_expand_1_50,0.035171,0.035171
17,C3_expand_1_50,0.034261,0.034261
18,C3_expand_1_50,0.034123,0.034123
19,C3_expand_1_50,0.032055,0.032055
20,C3_expand_1_50,0.029261,0.029261
21,C3_expand_1_50,0.029298,0.029298
22,C3_expand_1_50,0.029482,0.029482
23,C3_expand_1_50,0.028342,0.028342
24,C3_expand_1_50,0.029307,0.029307
25,C3_expand_1_50,0.027598,0.027598
26,C3_expand_1_50,0.028286,0.028286
27,C3_expand_1_50,0.028445,0.028445
28,C3_expand_1_50,0.027096,0.027096
29,C3_expand_1_50,0.027212,0.027212
30,C3_expand_1_50,0.025936,0.025936
31,C3_expand_1_50,0.026080,0.026080
32,C3_expand_1_50,0.028081,0.028081
33,C3_expand_1_50,0.027541,0.027541
34,C3_expand_1_50,0.023513,0.023513
35,C3_expand_1_50,0.024722,0.024722
36,C3_expand_1_50,0.023789,0.023789
37,C3_expand_1_50,0.022586,0.022586
38,C3_expand_1_50,0.024660,0.024660
39,C3_expand_1_50,0.023944,0.023944
40,C3_expand_1_50,0.024610,0.024610
41,C3_expand_1_50,0.021347,0.021347
42,C3_expand_1_50,0.022653,0.022653
43,C3_expand_1_50,0.021389,0.021389
44,C3_expand_1_50,0.022118,0.022118
45,C3_expand_1_50,0.022659,0.022659
46,C3_expand_1_50,0.020967,0.020967
47,C3_expand_1_50,0.020673,0.020673
48,C3_expand_1_50,0.019448,0.019448
49,C3_expand_1_50,0.021233,0.021233
50,C3_expand_1_50,0.021503,0.021503
51,C3_easy_51_150,0.014866,0.014866
52,C3_easy_51_150,0.014579,0.014579
53,C3_easy_51_150,0.014297,0.014297
54,C3_easy_51_150,0.014328,0.014328
55,C3_easy_51_150,0.014021,0.014021
56,C3_easy_51_150,0.013957,0.013957
57,C3_easy_51_150,0.014305,0.014305
58,C3_easy_51_150,0.014331,0.014331
59,C3_easy_51_150,0.013900,0.013900
60,C3_easy_51_150,0.013617,0.013617
