epoch,S,Fw,E,MAE
10,0.8700,0.7946,0.9446,0.0350
15,0.8795,0.8075,0.9561,0.0324
20,0.8674,0.7901,0.9326,0.0401
25,0.8744,0.8046,0.9423,0.0338
30,0.8738,0.8109,0.9515,0.0337
35,0.8641,0.7925,0.9323,0.0371
