epoch,total,mask,full_mask,weak_mask,full_init,full_final,weak_init,weak_final,edge,ual,ual_raw,ual_coef,q
21,0.5256955499649048,0.33644534012675287,0.33942652817070484,0.3334641519188881,0.24555859830975532,0.09386793024837971,0.17211629422008992,0.16134785842895508,0.16903267562389374,0.020217535544706323,0.024426395727321505,0.5010000000000002,2.0
22,0.5226629649996758,0.3347541645169258,0.3403448934406042,0.32916343480348587,0.24611540853977204,0.09422948452457786,0.1708816584944725,0.15828177662193776,0.16835978831350804,0.019549012295488978,0.02478095875866711,0.5010000000000002,2.0
23,0.4920275400876999,0.315340794980526,0.32910926777124405,0.30157232177257537,0.23998393891751765,0.08912532969564199,0.15886122600734234,0.14271109544485808,0.15878898717463016,0.01789775813331454,0.022755657170899213,0.5010000000000002,2.0
24,0.49767500710487367,0.31925736102461816,0.3308816935569048,0.30763302665948866,0.24140678262710571,0.08947491159290075,0.16109140907227992,0.146541618026793,0.1597841401398182,0.018633505983276392,0.02194438951741904,0.5010000000000002,2.0
25,0.4772628443241119,0.30627977260947226,0.3219596180319786,0.2905999271571636,0.2366517783999443,0.08530783965811134,0.1543127871155739,0.13628714027255773,0.1536579852551222,0.017325086250665266,0.0215506674554199,0.5010000000000002,2.0
26,0.4655153529047966,0.2991351816654205,0.3167369411587715,0.28153342100977896,0.23400324253737925,0.08273369829356671,0.15043442346155644,0.13109899739921094,0.14945571149885656,0.01692446103332668,0.020662283677607775,0.5010000000000002,2.0
27,0.4647103262543678,0.2985771885812283,0.3154386392831802,0.2817157374918461,0.2331214429140091,0.08231719589978456,0.15034823971986772,0.13136749817430973,0.1494359957575798,0.016697142385484028,0.02079187655262649,0.5010000000000002,2.0
28,0.467800730407238,0.30081142094731333,0.316389816775918,0.285233025431633,0.23378508508205414,0.08260473143681883,0.15205175606906415,0.1331812689304352,0.15017615336179732,0.016813155406053854,0.021062105319462718,0.5010000000000002,2.0
29,0.4585587508380413,0.29481496489048004,0.3124875591546297,0.2771423707902432,0.23158697094023228,0.0809005877673626,0.14796641504764557,0.12917595525085926,0.14717599219083785,0.016567793011037623,0.019885299439541995,0.5010000000000002,2.0
30,0.4873266975283623,0.31258227476477624,0.3198732897043228,0.30529125970602033,0.23597491596639156,0.08389837391674519,0.16059435634315014,0.14469690254330636,0.157007739380002,0.017736683038006646,0.022886070161126554,0.5010000000000002,2.0
31,0.4390736446976662,0.28225694939494134,0.30486166529357434,0.25965223342180255,0.22809375475347043,0.07676791091635823,0.1411221648901701,0.11853006854653358,0.14149898926913737,0.015317707082365416,0.019195522089488805,0.5010000000000002,2.0
32,0.4319743132591248,0.27857991021871564,0.30183907276391986,0.25532074812054634,0.2265832952260971,0.07525577755644917,0.13901559138298034,0.1163051565438509,0.1383209157437086,0.015073487119248852,0.018219713077880444,0.5010000000000002,2.0
33,0.4924341130852699,0.31569766682386396,0.3180320821106434,0.3133632499873638,0.2349214840978384,0.0831105976998806,0.16382233054935932,0.1495409193634987,0.15791233292222023,0.018824112439554938,0.023050030757673083,0.5010000000000002,2.0
34,0.44583866524696353,0.2861735103726387,0.3027505893856287,0.26959643095731733,0.22738131640851497,0.07536927306652069,0.14568875348567964,0.12390767735987902,0.14398779651522636,0.015677358181862645,0.020099806766957044,0.5010000000000002,2.0
35,0.41522950172424317,0.26803165158629416,0.2932384076714516,0.24282489471137525,0.22215190839767457,0.07108649939671159,0.1339161121547222,0.10890878297388554,0.13311305405199528,0.014084796018235353,0.017363437061198056,0.5010000000000002,2.0
36,0.40455463019013405,0.2614618301093578,0.29067537784576414,0.23224828167259692,0.22086343231797217,0.06981194535084069,0.1293260281831026,0.1029222533851862,0.1295760321468115,0.013516767879438361,0.01639366327598691,0.5010000000000002,2.0
37,0.40054352867603304,0.2594184936285019,0.2910775057524443,0.22775948069989682,0.2209407309293747,0.07013677449896932,0.12714135599136353,0.10061812467128038,0.12776101069152354,0.013364024257449444,0.016126922296360136,0.5010000000000002,2.0
38,0.4039044062793255,0.26125138375163076,0.29191606798768044,0.2305867007225752,0.2212809101343155,0.07063515788689256,0.1282667611837387,0.1023199393004179,0.1291082775592804,0.013544744392210048,0.016251270482316612,0.5010000000000002,2.0
39,0.40056713348627093,0.25928202816843987,0.2892598570734263,0.2293041990697384,0.2201267777234316,0.06913307953625918,0.12788321420550347,0.10142098491638898,0.1281656560152769,0.013119448885012304,0.016202876495197416,0.5010000000000002,2.0
