epoch,S,Fw,E,MAE
10,0.8473,0.7342,0.9254,0.0293
15,0.8464,0.7340,0.9208,0.0297
20,0.8425,0.7331,0.9201,0.0296
25,0.8451,0.7389,0.9242,0.0292
30,0.8445,0.7424,0.9237,0.0287
35,0.8508,0.7530,0.9299,0.0277
