epoch,stage,total,bce,nc,q,anchor,consistency,consistency_weight,csr_alpha,csr_gate,p3_context,p3_current,p3_fine,p3_residual_ratio,p3_route_entropy,p3_route_spatial_std,p4_context,p4_current,p4_fine,p4_residual_ratio,p4_route_entropy,p4_route_spatial_std,pixel_reliability,q_max,q_min,sample_reliability,scale_loss
89,C3_anneal,0.009273,0.009273,0.000000,0.000000,0.009273,0.000000,0.000000,0.242394,0.242394,0.434938,0.318489,0.246573,0.299313,0.841696,0.110901,0.375501,0.292780,0.331719,0.242398,0.816413,0.115133,0.000000,0.000000,0.000000,0.000000,0.000000
90,C3_anneal,0.009025,0.009025,0.000000,0.000000,0.009025,0.000000,0.000000,0.244523,0.244523,0.434402,0.319390,0.246209,0.303459,0.840828,0.111516,0.374440,0.292379,0.333181,0.244527,0.821308,0.115029,0.000000,0.000000,0.000000,0.000000,0.000000
91,C3_anneal,0.008785,0.008785,0.000000,0.000000,0.008785,0.000000,0.000000,0.246313,0.246313,0.433597,0.319338,0.247065,0.302882,0.841265,0.111391,0.375739,0.291421,0.332840,0.246318,0.820300,0.115901,0.000000,0.000000,0.000000,0.000000,0.000000
92,C3_anneal,0.008766,0.008766,0.000000,0.000000,0.008766,0.000000,0.000000,0.247756,0.247756,0.432572,0.320070,0.247358,0.309272,0.840793,0.111931,0.375311,0.292054,0.332635,0.247761,0.821530,0.116538,0.000000,0.000000,0.000000,0.000000,0.000000
93,C3_anneal,0.009236,0.009236,0.000000,0.000000,0.009236,0.000000,0.000000,0.248845,0.248845,0.433224,0.318396,0.248380,0.309710,0.840500,0.111020,0.375540,0.292218,0.332242,0.248849,0.822457,0.115052,0.000000,0.000000,0.000000,0.000000,0.000000
94,C3_anneal,0.008592,0.008592,0.000000,0.000000,0.008592,0.000000,0.000000,0.249573,0.249573,0.431725,0.317902,0.250373,0.307670,0.841968,0.109798,0.375326,0.291731,0.332943,0.249578,0.821025,0.114301,0.000000,0.000000,0.000000,0.000000,0.000000
95,C3_anneal,0.008745,0.008745,0.000000,0.000000,0.008745,0.000000,0.000000,0.249939,0.249939,0.431198,0.318429,0.250373,0.307407,0.843026,0.109638,0.373438,0.293225,0.333337,0.249943,0.819941,0.116163,0.000000,0.000000,0.000000,0.000000,0.000000
96,C3_anneal,0.008688,0.008688,0.000000,0.000000,0.008688,0.000000,0.000000,0.250000,0.250000,0.430989,0.318637,0.250374,0.309645,0.844742,0.108894,0.373865,0.292440,0.333694,0.250017,0.817782,0.116178,0.000000,0.000000,0.000000,0.000000,0.000000
97,C3_anneal,0.008584,0.008584,0.000000,0.000000,0.008584,0.000000,0.000000,0.250000,0.250000,0.429680,0.318703,0.251618,0.306671,0.845593,0.107808,0.372233,0.294104,0.333663,0.250010,0.823046,0.113007,0.000000,0.000000,0.000000,0.000000,0.000000
98,C3_anneal,0.008494,0.008494,0.000000,0.000000,0.008494,0.000000,0.000000,0.250000,0.250000,0.429325,0.318700,0.251975,0.306643,0.847195,0.107302,0.370792,0.293416,0.335792,0.250005,0.827669,0.111299,0.000000,0.000000,0.000000,0.000000,0.000000
99,C3_anneal,0.008995,0.008995,0.000000,0.000000,0.008995,0.000000,0.000000,0.250000,0.250000,0.429509,0.317195,0.253296,0.309085,0.848254,0.107669,0.368417,0.296117,0.335467,0.250005,0.826495,0.112185,0.000000,0.000000,0.000000,0.000000,0.000000
100,C3_anneal,0.009029,0.009029,0.000000,0.000000,0.009029,0.000000,0.000000,0.250000,0.250000,0.427593,0.316844,0.255563,0.306615,0.848166,0.108322,0.368354,0.296485,0.335161,0.250011,0.819788,0.115290,0.000000,0.000000,0.000000,0.000000,0.000000
101,C3_anneal,0.008553,0.008553,0.000000,0.000000,0.008553,0.000000,0.000000,0.250000,0.250000,0.427506,0.316570,0.255924,0.303232,0.849930,0.106333,0.369169,0.293438,0.337393,0.250031,0.816339,0.115636,0.000000,0.000000,0.000000,0.000000,0.000000
102,C3_anneal,0.008296,0.008296,0.000000,0.000000,0.008296,0.000000,0.000000,0.250000,0.250000,0.429105,0.316241,0.254654,0.302918,0.851284,0.104881,0.373229,0.289796,0.336975,0.250010,0.817640,0.115141,0.000000,0.000000,0.000000,0.000000,0.000000
103,C3_anneal,0.008134,0.008134,0.000000,0.000000,0.008134,0.000000,0.000000,0.250000,0.250000,0.429323,0.316407,0.254270,0.301186,0.847856,0.107129,0.371704,0.291491,0.336805,0.250010,0.819687,0.116106,0.000000,0.000000,0.000000,0.000000,0.000000
104,C3_anneal,0.008070,0.008070,0.000000,0.000000,0.008070,0.000000,0.000000,0.250000,0.250000,0.430239,0.315910,0.253851,0.299382,0.846856,0.107451,0.370093,0.293685,0.336223,0.250007,0.819695,0.117809,0.000000,0.000000,0.000000,0.000000,0.000000
105,C3_anneal,0.008435,0.008435,0.000000,0.000000,0.008435,0.000000,0.000000,0.250000,0.250000,0.429589,0.316168,0.254244,0.300374,0.847399,0.106831,0.366624,0.297943,0.335433,0.250005,0.820904,0.115434,0.000000,0.000000,0.000000,0.000000,0.000000
106,C3_anneal,0.008180,0.008180,0.000000,0.000000,0.008180,0.000000,0.000000,0.250000,0.250000,0.428943,0.317120,0.253937,0.301452,0.848849,0.106597,0.367573,0.296080,0.336347,0.250005,0.822571,0.115384,0.000000,0.000000,0.000000,0.000000,0.000000
107,C3_anneal,0.008296,0.008296,0.000000,0.000000,0.008296,0.000000,0.000000,0.250000,0.250000,0.427693,0.318128,0.254179,0.301651,0.848453,0.107545,0.364946,0.297292,0.337761,0.250026,0.826736,0.113772,0.000000,0.000000,0.000000,0.000000,0.000000
108,C3_anneal,0.007917,0.007917,0.000000,0.000000,0.007917,0.000000,0.000000,0.250000,0.250000,0.429327,0.316393,0.254280,0.298677,0.849276,0.107763,0.364810,0.296708,0.338482,0.250005,0.827200,0.114210,0.000000,0.000000,0.000000,0.000000,0.000000
109,C3_anneal,0.008589,0.008589,0.000000,0.000000,0.008589,0.000000,0.000000,0.250000,0.250000,0.429085,0.315891,0.255024,0.298509,0.848864,0.107990,0.358462,0.300218,0.341319,0.250019,0.826263,0.114664,0.000000,0.000000,0.000000,0.000000,0.000000
110,C3_anneal,0.008201,0.008201,0.000000,0.000000,0.008201,0.000000,0.000000,0.250000,0.250000,0.428280,0.316638,0.255081,0.303805,0.849116,0.108477,0.361331,0.300298,0.338371,0.250005,0.824910,0.114793,0.000000,0.000000,0.000000,0.000000,0.000000
111,C3_anneal,0.007897,0.007897,0.000000,0.000000,0.007897,0.000000,0.000000,0.250000,0.250000,0.429225,0.317288,0.253487,0.301012,0.848082,0.108827,0.362294,0.299901,0.337805,0.250005,0.825873,0.113030,0.000000,0.000000,0.000000,0.000000,0.000000
112,C3_anneal,0.007550,0.007550,0.000000,0.000000,0.007550,0.000000,0.000000,0.250000,0.250000,0.428951,0.317010,0.254039,0.299002,0.848196,0.108287,0.363355,0.298388,0.338257,0.250005,0.825320,0.112650,0.000000,0.000000,0.000000,0.000000,0.000000
113,C3_anneal,0.007778,0.007778,0.000000,0.000000,0.007778,0.000000,0.000000,0.250000,0.250000,0.428716,0.317281,0.254003,0.300070,0.849626,0.107557,0.364056,0.299141,0.336803,0.250005,0.823272,0.115668,0.000000,0.000000,0.000000,0.000000,0.000000
114,C3_anneal,0.007715,0.007715,0.000000,0.000000,0.007715,0.000000,0.000000,0.250000,0.250000,0.428718,0.318221,0.253061,0.297719,0.848659,0.107802,0.363495,0.300180,0.336325,0.250005,0.823561,0.115484,0.000000,0.000000,0.000000,0.000000,0.000000
115,C3_anneal,0.008243,0.008243,0.000000,0.000000,0.008243,0.000000,0.000000,0.250000,0.250000,0.427920,0.319175,0.252905,0.299171,0.847816,0.109320,0.361258,0.301978,0.336764,0.250049,0.825268,0.114588,0.000000,0.000000,0.000000,0.000000,0.000000
116,C3_anneal,0.007652,0.007652,0.000000,0.000000,0.007652,0.000000,0.000000,0.250000,0.250000,0.427032,0.318439,0.254529,0.298759,0.848385,0.107557,0.363342,0.302518,0.334141,0.250014,0.824542,0.116975,0.000000,0.000000,0.000000,0.000000,0.000000
117,C3_anneal,0.007759,0.007759,0.000000,0.000000,0.007759,0.000000,0.000000,0.250000,0.250000,0.426868,0.317660,0.255472,0.299238,0.849087,0.106804,0.362592,0.302755,0.334653,0.250013,0.825171,0.116494,0.000000,0.000000,0.000000,0.000000,0.000000
118,C3_anneal,0.007547,0.007547,0.000000,0.000000,0.007547,0.000000,0.000000,0.250000,0.250000,0.426575,0.318061,0.255364,0.301773,0.846365,0.109031,0.365909,0.302089,0.332003,0.250023,0.824820,0.116514,0.000000,0.000000,0.000000,0.000000,0.000000
119,C3_anneal,0.007681,0.007681,0.000000,0.000000,0.007681,0.000000,0.000000,0.250000,0.250000,0.426208,0.317759,0.256033,0.295766,0.847891,0.108265,0.365506,0.302575,0.331919,0.250011,0.823766,0.116617,0.000000,0.000000,0.000000,0.000000,0.000000
120,C3_anneal,0.007498,0.007498,0.000000,0.000000,0.007498,0.000000,0.000000,0.250000,0.250000,0.427131,0.317512,0.255357,0.294880,0.847212,0.108997,0.364654,0.301094,0.334252,0.250028,0.827988,0.115584,0.000000,0.000000,0.000000,0.000000,0.000000
121,C3_anneal,0.007186,0.007186,0.000000,0.000000,0.007186,0.000000,0.000000,0.250000,0.250000,0.427362,0.316669,0.255969,0.297242,0.848243,0.108746,0.364112,0.301203,0.334684,0.250005,0.826628,0.116111,0.000000,0.000000,0.000000,0.000000,0.000000
122,C3_anneal,0.007262,0.007262,0.000000,0.000000,0.007262,0.000000,0.000000,0.250000,0.250000,0.427569,0.316685,0.255746,0.296496,0.848336,0.108417,0.363703,0.301713,0.334584,0.250010,0.826701,0.115791,0.000000,0.000000,0.000000,0.000000,0.000000
123,C3_anneal,0.007013,0.007013,0.000000,0.000000,0.007013,0.000000,0.000000,0.250000,0.250000,0.427632,0.316797,0.255572,0.296747,0.848724,0.108316,0.364127,0.301720,0.334153,0.250005,0.826702,0.116325,0.000000,0.000000,0.000000,0.000000,0.000000
124,C3_anneal,0.006633,0.006633,0.000000,0.000000,0.006633,0.000000,0.000000,0.250000,0.250000,0.427717,0.316884,0.255399,0.296908,0.849262,0.108018,0.364254,0.301897,0.333849,0.250005,0.827554,0.115954,0.000000,0.000000,0.000000,0.000000,0.000000
125,C3_anneal,0.006860,0.006860,0.000000,0.000000,0.006860,0.000000,0.000000,0.250000,0.250000,0.427967,0.316978,0.255056,0.296872,0.848790,0.108240,0.364004,0.302030,0.333966,0.250009,0.827008,0.116149,0.000000,0.000000,0.000000,0.000000,0.000000
126,C3_anneal,0.006754,0.006754,0.000000,0.000000,0.006754,0.000000,0.000000,0.250000,0.250000,0.428176,0.316887,0.254937,0.295875,0.848527,0.108258,0.363843,0.302047,0.334110,0.250014,0.827319,0.115914,0.000000,0.000000,0.000000,0.000000,0.000000
127,C3_anneal,0.006874,0.006874,0.000000,0.000000,0.006874,0.000000,0.000000,0.250000,0.250000,0.428086,0.316630,0.255284,0.295663,0.849023,0.108022,0.364179,0.301889,0.333932,0.250011,0.827016,0.115821,0.000000,0.000000,0.000000,0.000000,0.000000
128,C3_anneal,0.006622,0.006622,0.000000,0.000000,0.006622,0.000000,0.000000,0.250000,0.250000,0.428310,0.316476,0.255214,0.295418,0.849470,0.107920,0.364724,0.301749,0.333528,0.250016,0.827161,0.116055,0.000000,0.000000,0.000000,0.000000,0.000000
129,C3_anneal,0.006464,0.006464,0.000000,0.000000,0.006464,0.000000,0.000000,0.250000,0.250000,0.428345,0.316533,0.255122,0.295569,0.849206,0.108040,0.364595,0.301976,0.333429,0.250005,0.827037,0.116502,0.000000,0.000000,0.000000,0.000000,0.000000
130,C3_anneal,0.006506,0.006506,0.000000,0.000000,0.006506,0.000000,0.000000,0.250000,0.250000,0.428283,0.316772,0.254946,0.294212,0.849080,0.108172,0.364500,0.301930,0.333570,0.250007,0.827147,0.116211,0.000000,0.000000,0.000000,0.000000,0.000000
131,C3_anneal,0.006670,0.006670,0.000000,0.000000,0.006670,0.000000,0.000000,0.250000,0.250000,0.428094,0.317186,0.254720,0.294126,0.848989,0.108487,0.364630,0.302089,0.333282,0.250007,0.827383,0.116452,0.000000,0.000000,0.000000,0.000000,0.000000
132,C3_anneal,0.006584,0.006584,0.000000,0.000000,0.006584,0.000000,0.000000,0.250000,0.250000,0.427871,0.317336,0.254793,0.294297,0.849287,0.108748,0.364418,0.302676,0.332906,0.250010,0.826968,0.116145,0.000000,0.000000,0.000000,0.000000,0.000000
133,C3_anneal,0.006441,0.006441,0.000000,0.000000,0.006441,0.000000,0.000000,0.250000,0.250000,0.427866,0.317232,0.254901,0.294257,0.849700,0.108500,0.364655,0.302895,0.332449,0.250010,0.827042,0.116242,0.000000,0.000000,0.000000,0.000000,0.000000
134,C3_anneal,0.006330,0.006330,0.000000,0.000000,0.006330,0.000000,0.000000,0.250000,0.250000,0.427938,0.317252,0.254811,0.293822,0.849285,0.108720,0.364619,0.302953,0.332428,0.250005,0.826912,0.116175,0.000000,0.000000,0.000000,0.000000,0.000000
135,C3_anneal,0.006373,0.006373,0.000000,0.000000,0.006373,0.000000,0.000000,0.250000,0.250000,0.428042,0.317097,0.254861,0.293151,0.849042,0.108802,0.364639,0.302945,0.332416,0.250010,0.827218,0.116131,0.000000,0.000000,0.000000,0.000000,0.000000
136,C3_anneal,0.006565,0.006565,0.000000,0.000000,0.006565,0.000000,0.000000,0.250000,0.250000,0.427386,0.317473,0.255140,0.293095,0.848743,0.108973,0.364428,0.303039,0.332533,0.250008,0.827034,0.115996,0.000000,0.000000,0.000000,0.000000,0.000000
137,C3_anneal,0.006392,0.006392,0.000000,0.000000,0.006392,0.000000,0.000000,0.250000,0.250000,0.427619,0.317545,0.254836,0.293874,0.848603,0.109073,0.364196,0.303056,0.332748,0.250008,0.827423,0.116231,0.000000,0.000000,0.000000,0.000000,0.000000
138,C3_anneal,0.006402,0.006402,0.000000,0.000000,0.006402,0.000000,0.000000,0.250000,0.250000,0.427392,0.317908,0.254700,0.293093,0.848889,0.109173,0.364493,0.302902,0.332605,0.250005,0.826985,0.116540,0.000000,0.000000,0.000000,0.000000,0.000000
139,C3_anneal,0.006563,0.006563,0.000000,0.000000,0.006563,0.000000,0.000000,0.250000,0.250000,0.427249,0.317852,0.254898,0.293403,0.848574,0.108960,0.364319,0.302818,0.332864,0.250007,0.826297,0.117107,0.000000,0.000000,0.000000,0.000000,0.000000
140,C3_anneal,0.006294,0.006294,0.000000,0.000000,0.006294,0.000000,0.000000,0.250000,0.250000,0.427407,0.317672,0.254921,0.293101,0.848913,0.108984,0.364555,0.302705,0.332740,0.250005,0.826969,0.116789,0.000000,0.000000,0.000000,0.000000,0.000000
141,C3_reliable_0p3,0.006227,0.006227,0.000000,0.000000,0.006227,0.000000,0.000000,0.250000,0.250000,0.427439,0.317860,0.254701,0.291907,0.848664,0.109128,0.364680,0.302703,0.332617,0.250005,0.826499,0.116798,0.000000,0.000000,0.000000,0.000000,0.000000
142,C3_reliable_0p3,0.006446,0.006446,0.000000,0.000000,0.006446,0.000000,0.000000,0.250000,0.250000,0.427655,0.317759,0.254586,0.292321,0.848271,0.109364,0.364434,0.302850,0.332717,0.250010,0.826304,0.116859,0.000000,0.000000,0.000000,0.000000,0.000000
143,C3_reliable_0p3,0.006211,0.006211,0.000000,0.000000,0.006211,0.000000,0.000000,0.250000,0.250000,0.427452,0.317843,0.254705,0.291672,0.848669,0.109371,0.364483,0.302807,0.332710,0.250005,0.826598,0.116664,0.000000,0.000000,0.000000,0.000000,0.000000
144,C3_reliable_0p3,0.006188,0.006188,0.000000,0.000000,0.006188,0.000000,0.000000,0.250000,0.250000,0.427428,0.317858,0.254714,0.291659,0.848509,0.109693,0.364282,0.303057,0.332661,0.250005,0.826689,0.116397,0.000000,0.000000,0.000000,0.000000,0.000000
145,C3_reliable_0p3,0.006447,0.006447,0.000000,0.000000,0.006447,0.000000,0.000000,0.250000,0.250000,0.427534,0.317705,0.254761,0.291587,0.848357,0.109725,0.364502,0.302757,0.332741,0.250009,0.826704,0.116280,0.000000,0.000000,0.000000,0.000000,0.000000
146,C3_reliable_0p3,0.006155,0.006155,0.000000,0.000000,0.006155,0.000000,0.000000,0.250000,0.250000,0.427438,0.317796,0.254765,0.290534,0.848286,0.109570,0.364751,0.303094,0.332155,0.250006,0.827623,0.116055,0.000000,0.000000,0.000000,0.000000,0.000000
147,C3_reliable_0p3,0.006069,0.006069,0.000000,0.000000,0.006069,0.000000,0.000000,0.250000,0.250000,0.427268,0.317775,0.254957,0.290661,0.848075,0.109817,0.364276,0.303438,0.332286,0.250005,0.826909,0.116664,0.000000,0.000000,0.000000,0.000000,0.000000
148,C3_reliable_0p3,0.006102,0.006102,0.000000,0.000000,0.006102,0.000000,0.000000,0.250000,0.250000,0.427477,0.317814,0.254708,0.291000,0.848140,0.109836,0.363797,0.303582,0.332621,0.250009,0.826851,0.116707,0.000000,0.000000,0.000000,0.000000,0.000000
149,C3_reliable_0p3,0.006313,0.006313,0.000000,0.000000,0.006313,0.000000,0.000000,0.250000,0.250000,0.427260,0.317680,0.255060,0.290100,0.848514,0.109693,0.363835,0.303553,0.332612,0.250005,0.827010,0.116396,0.000000,0.000000,0.000000,0.000000,0.000000
150,C3_reliable_0p3,0.006155,0.006155,0.000000,0.000000,0.006155,0.000000,0.000000,0.250000,0.250000,0.426918,0.318210,0.254872,0.290059,0.848745,0.109701,0.363867,0.303163,0.332970,0.250005,0.827037,0.116315,0.000000,0.000000,0.000000,0.000000,0.000000
