epoch,stage,total,bce
138,C3_anneal,0.008148,0.008148
139,C3_anneal,0.008285,0.008285
140,C3_anneal,0.008189,0.008189
141,C3_reliable_0p3,0.008515,0.008515
142,C3_reliable_0p3,0.008030,0.008030
143,C3_reliable_0p3,0.007899,0.007899
144,C3_reliable_0p3,0.008153,0.008153
145,C3_reliable_0p3,0.007842,0.007842
146,C3_reliable_0p3,0.007635,0.007635
147,C3_reliable_0p3,0.007853,0.007853
148,C3_reliable_0p3,0.007920,0.007920
149,C3_reliable_0p3,0.007755,0.007755
150,C3_reliable_0p3,0.008191,0.008191
