epoch,stage,total,bce,aux_p3,aux_p3_weight,clean_iou,unvalue_accepted,unvalue_batch_count,unvalue_consistency,unvalue_dynamic,unvalue_dynamic_weight,unvalue_out,unvalue_out_weight,unvalue_reliable_pixel
24,mask_warmup,0.031123,0.020869,0.000000,0.000000,0.102545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,mask_warmup,0.032560,0.022089,0.000000,0.000000,0.104710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,mask_warmup,0.031019,0.020534,0.000000,0.000000,0.104848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,mask_warmup,0.030073,0.019941,0.000000,0.000000,0.101327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,mask_warmup,0.029498,0.019681,0.000000,0.000000,0.098165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,mask_warmup,0.028713,0.019181,0.000000,0.000000,0.095325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,mask_warmup,0.028115,0.018799,0.000000,0.000000,0.093160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,mask_warmup,0.029443,0.019813,0.000000,0.000000,0.096308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,mask_warmup,0.026528,0.017541,0.000000,0.000000,0.089868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,mask_warmup,0.026994,0.017974,0.000000,0.000000,0.090195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,mask_warmup,0.026020,0.017293,0.000000,0.000000,0.087280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,mask_warmup,0.026494,0.017645,0.000000,0.000000,0.088492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,mask_warmup,0.026396,0.017822,0.000000,0.000000,0.085747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,mask_warmup,0.025325,0.016637,0.000000,0.000000,0.086877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,mask_warmup,0.025386,0.016801,0.000000,0.000000,0.085856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,mask_warmup,0.024495,0.016256,0.000000,0.000000,0.082388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,mask_warmup,0.029630,0.020629,0.000000,0.000000,0.090017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,box_introduction,0.026143,0.016424,0.000000,0.000000,0.084969,0.922772,1.000000,0.000991,0.088349,0.000000,0.022035,0.000410,0.791611
42,box_introduction,0.024871,0.015521,0.000000,0.000000,0.081253,0.918812,1.000000,0.000223,0.083510,0.000000,0.022785,0.002859,0.821085
43,box_introduction,0.025026,0.015867,0.000000,0.000000,0.078995,0.944554,1.000000,0.000210,0.081356,0.000000,0.016978,0.007701,0.807206
44,box_introduction,0.025103,0.015822,0.000000,0.000000,0.078942,0.922772,1.000000,0.000375,0.084269,0.000000,0.017762,0.014815,0.800642
45,box_introduction,0.023886,0.014572,0.000000,0.000000,0.079042,0.926733,1.000000,0.001129,0.075736,0.000000,0.011560,0.024027,0.811103
46,box_introduction,0.024254,0.014923,0.000000,0.000000,0.078917,0.899010,1.000000,0.000760,0.096202,0.000000,0.008911,0.035110,0.797065
47,box_introduction,0.024436,0.015130,0.000000,0.000000,0.078250,0.897030,1.000000,0.000331,0.093545,0.000000,0.007533,0.047791,0.810141
48,box_introduction,0.023510,0.014277,0.000000,0.000000,0.076806,0.930693,1.000000,0.000626,0.082151,0.000000,0.007526,0.061757,0.819052
49,box_introduction,0.024136,0.014968,0.000000,0.000000,0.076175,0.885149,1.000000,0.000326,0.092102,0.000000,0.006194,0.076664,0.825338
50,box_introduction,0.023374,0.014095,0.000000,0.000000,0.077327,0.914851,1.000000,0.000641,0.101024,0.000000,0.004782,0.092147,0.833135
51,box_introduction,0.023315,0.014272,0.000000,0.000000,0.076065,0.906931,1.000000,0.000199,0.082831,0.000000,0.003237,0.107822,0.822107
52,box_introduction,0.023402,0.014380,0.000000,0.000000,0.074328,0.900990,1.000000,0.000537,0.091302,0.000000,0.004240,0.123305,0.827985
53,box_introduction,0.024571,0.015423,0.000000,0.000000,0.076788,0.875248,1.000000,0.000441,0.080139,0.000000,0.002691,0.138215,0.825352
54,box_introduction,0.023435,0.014838,0.000000,0.000000,0.072036,0.900990,1.000000,0.000556,0.086701,0.000000,0.002366,0.152183,0.829942
55,box_introduction,0.025235,0.015233,0.000000,0.000000,0.077627,0.891089,1.000000,0.000619,0.101382,0.000000,0.007042,0.164866,0.814731
56,box_introduction,0.023252,0.014290,0.000000,0.000000,0.074285,0.879208,1.000000,0.000270,0.081347,0.000000,0.002701,0.175952,0.832963
57,box_introduction,0.023497,0.014663,0.000000,0.000000,0.073239,0.885149,1.000000,0.001549,0.078799,0.000000,0.002512,0.185168,0.827946
58,box_introduction,0.022396,0.013787,0.000000,0.000000,0.071973,0.900990,1.000000,0.000421,0.073606,0.000000,0.002005,0.192287,0.839640
59,box_introduction,0.022180,0.013667,0.000000,0.000000,0.071171,0.908911,1.000000,0.000477,0.086082,0.000000,0.001931,0.197133,0.842437
60,box_introduction,0.021563,0.013392,0.000000,0.000000,0.069170,0.855446,1.000000,0.000128,0.071442,0.000000,0.001330,0.199588,0.851941
61,teacher_recovery,0.020976,0.013627,0.000000,0.000000,0.070742,0.882178,2.000000,0.000266,0.094662,0.000228,0.001268,0.200000,0.834266
62,teacher_recovery,0.022765,0.015026,0.000000,0.000000,0.073222,0.883168,2.000000,0.000486,0.085088,0.001593,0.001421,0.200000,0.839709
63,teacher_recovery,0.021792,0.013984,0.000000,0.000000,0.071696,0.886139,2.000000,0.000728,0.074554,0.004311,0.001564,0.200000,0.854795
64,teacher_recovery,0.023293,0.015556,0.000000,0.000000,0.070175,0.893069,2.000000,0.001086,0.065877,0.008351,0.000838,0.200000,0.859730
65,teacher_recovery,0.025060,0.016454,0.000000,0.000000,0.073077,0.917822,2.000000,0.000786,0.060316,0.013669,0.002514,0.200000,0.857327
66,teacher_recovery,0.022019,0.014046,0.000000,0.000000,0.068923,0.900000,2.000000,0.000318,0.042592,0.020207,0.001134,0.200000,0.880305
67,teacher_recovery,0.025779,0.015827,0.000000,0.000000,0.075068,0.916832,2.000000,0.002981,0.069774,0.027893,0.002489,0.200000,0.874317
68,teacher_recovery,0.023623,0.014559,0.000000,0.000000,0.069087,0.917822,2.000000,0.000735,0.047006,0.036643,0.002178,0.200000,0.887165
69,teacher_recovery,0.024738,0.015192,0.000000,0.000000,0.069919,0.926733,2.000000,0.001841,0.048709,0.046361,0.001434,0.200000,0.897713
70,teacher_recovery,0.022939,0.014135,0.000000,0.000000,0.069357,0.937624,2.000000,0.000306,0.029983,0.056940,0.000836,0.200000,0.900386
71,teacher_recovery,0.026184,0.015430,0.000000,0.000000,0.071582,0.937624,2.000000,0.002312,0.044616,0.068266,0.002469,0.200000,0.902597
72,teacher_recovery,0.028025,0.016266,0.000000,0.000000,0.073395,0.917822,2.000000,0.001607,0.047250,0.080212,0.002859,0.200000,0.910105
73,teacher_recovery,0.025099,0.015014,0.000000,0.000000,0.070024,0.925743,2.000000,0.000681,0.030198,0.092650,0.001442,0.200000,0.916349
74,teacher_recovery,0.027562,0.015589,0.000000,0.000000,0.072912,0.926733,2.000000,0.002528,0.038648,0.105442,0.002773,0.200000,0.911281
75,teacher_recovery,0.028710,0.015699,0.000000,0.000000,0.073550,0.929703,2.000000,0.001533,0.041358,0.118448,0.003617,0.200000,0.918546
76,teacher_recovery,0.027487,0.015815,0.000000,0.000000,0.069554,0.943564,2.000000,0.000840,0.032874,0.131526,0.001900,0.200000,0.922879
77,teacher_recovery,0.025103,0.014724,0.000000,0.000000,0.070995,0.936634,2.000000,0.000445,0.020739,0.144533,0.001331,0.200000,0.920627
78,teacher_recovery,0.029945,0.016286,0.000000,0.000000,0.071711,0.927723,2.000000,0.001854,0.038355,0.157325,0.001973,0.200000,0.924753
79,teacher_recovery,0.030022,0.016251,0.000000,0.000000,0.073095,0.930693,2.000000,0.001014,0.033734,0.169763,0.003345,0.200000,0.923426
80,teacher_recovery,0.031557,0.017373,0.000000,0.000000,0.075957,0.928713,2.000000,0.001863,0.033760,0.181711,0.002039,0.200000,0.928762
81,teacher_recovery,0.031789,0.017416,0.000000,0.000000,0.074796,0.928713,2.000000,0.001140,0.029938,0.193038,0.005355,0.200000,0.924848
82,teacher_recovery,0.030249,0.016792,0.000000,0.000000,0.074046,0.943564,2.000000,0.000822,0.027282,0.203619,0.002351,0.200000,0.930939
83,teacher_recovery,0.032637,0.017170,0.000000,0.000000,0.074321,0.927723,2.000000,0.001438,0.035541,0.213339,0.002018,0.200000,0.932406
84,teacher_recovery,0.033091,0.016883,0.000000,0.000000,0.074905,0.907921,2.000000,0.001109,0.034486,0.222091,0.005039,0.200000,0.935464
85,teacher_recovery,0.037738,0.018436,0.000000,0.000000,0.078535,0.911881,2.000000,0.002447,0.047602,0.229779,0.001899,0.200000,0.931948
86,teacher_recovery,0.034581,0.019133,0.000000,0.000000,0.077930,0.941584,2.000000,0.001608,0.029618,0.236319,0.002896,0.200000,0.931319
87,teacher_recovery,0.032383,0.017088,0.000000,0.000000,0.073809,0.941584,2.000000,0.001139,0.030201,0.241640,0.002820,0.200000,0.932385
88,teacher_recovery,0.030858,0.016580,0.000000,0.000000,0.074806,0.929703,2.000000,0.001270,0.026144,0.245682,0.001532,0.200000,0.935340
89,teacher_recovery,0.029075,0.016459,0.000000,0.000000,0.075910,0.926733,2.000000,0.000501,0.019140,0.248403,0.001228,0.200000,0.936998
90,teacher_recovery,0.034677,0.019775,0.000000,0.000000,0.074566,0.923762,2.000000,0.001216,0.026983,0.249771,0.003241,0.200000,0.937145
91,teacher_recovery,0.034182,0.017808,0.000000,0.000000,0.073627,0.919802,2.000000,0.001551,0.033652,0.250000,0.002603,0.200000,0.935618
92,teacher_recovery,0.034887,0.017825,0.000000,0.000000,0.077505,0.947525,2.000000,0.001480,0.034582,0.250000,0.002960,0.200000,0.934022
93,teacher_recovery,0.029616,0.016795,0.000000,0.000000,0.069830,0.957426,2.000000,0.000579,0.020850,0.250000,0.002987,0.200000,0.936615
94,teacher_recovery,0.030683,0.016888,0.000000,0.000000,0.077479,0.955446,2.000000,0.000430,0.021612,0.250000,0.003115,0.200000,0.937538
95,teacher_recovery,0.031867,0.017442,0.000000,0.000000,0.077519,0.941584,2.000000,0.000770,0.024577,0.250000,0.002451,0.200000,0.940124
96,teacher_recovery,0.035080,0.017428,0.000000,0.000000,0.076718,0.938614,2.000000,0.001722,0.036302,0.250000,0.004092,0.200000,0.931719
97,teacher_recovery,0.032084,0.016956,0.000000,0.000000,0.074272,0.938614,2.000000,0.001049,0.027731,0.250000,0.003579,0.200000,0.933809
98,teacher_recovery,0.028725,0.016397,0.000000,0.000000,0.074395,0.934653,2.000000,0.000445,0.017329,0.250000,0.002669,0.200000,0.935004
99,teacher_recovery,0.028407,0.015858,0.000000,0.000000,0.071610,0.946535,2.000000,0.000423,0.019512,0.250000,0.002443,0.200000,0.939269
100,teacher_recovery,0.029550,0.017159,0.000000,0.000000,0.073622,0.940594,2.000000,0.000850,0.017057,0.250000,0.003608,0.200000,0.943126
101,hard_consolidation,0.031288,0.015328,0.000000,0.000000,0.073600,0.940594,2.000000,0.001172,0.022620,0.250000,0.002162,0.200000,0.940674
102,hard_consolidation,0.031151,0.014752,0.000000,0.000000,0.075563,0.945545,2.000000,0.001133,0.023453,0.250000,0.002020,0.200000,0.945125
103,hard_consolidation,0.033855,0.015652,0.000000,0.000000,0.076180,0.923762,2.000000,0.001833,0.029650,0.250000,0.002712,0.200000,0.943481
104,hard_consolidation,0.031285,0.014442,0.000000,0.000000,0.076285,0.935644,2.000000,0.000669,0.023919,0.250000,0.003294,0.200000,0.942454
105,hard_consolidation,0.030528,0.015316,0.000000,0.000000,0.075458,0.954455,2.000000,0.000629,0.018068,0.250000,0.003012,0.200000,0.942436
106,hard_consolidation,0.029625,0.014761,0.000000,0.000000,0.072178,0.954455,2.000000,0.000560,0.017609,0.250000,0.004050,0.200000,0.944471
107,hard_consolidation,0.031792,0.014807,0.000000,0.000000,0.077326,0.947525,2.000000,0.001316,0.023075,0.250000,0.004199,0.200000,0.938326
108,hard_consolidation,0.032730,0.015304,0.000000,0.000000,0.071886,0.951485,2.000000,0.000732,0.026509,0.250000,0.005887,0.200000,0.940005
109,hard_consolidation,0.030104,0.014961,0.000000,0.000000,0.072010,0.944554,2.000000,0.000568,0.020167,0.250000,0.002355,0.200000,0.946341
110,hard_consolidation,0.027474,0.013790,0.000000,0.000000,0.074834,0.923762,2.000000,0.000318,0.012666,0.250000,0.002621,0.200000,0.949337
111,hard_consolidation,0.034164,0.014825,0.000000,0.000000,0.074934,0.929703,2.000000,0.001868,0.034375,0.250000,0.003303,0.200000,0.945916
112,hard_consolidation,0.031360,0.015436,0.000000,0.000000,0.072223,0.949505,2.000000,0.001347,0.022990,0.250000,0.002396,0.200000,0.940940
113,hard_consolidation,0.031000,0.014524,0.000000,0.000000,0.073722,0.937624,2.000000,0.000998,0.023278,0.250000,0.003884,0.200000,0.943617
114,hard_consolidation,0.029252,0.014219,0.000000,0.000000,0.072319,0.918812,2.000000,0.000623,0.019315,0.250000,0.002654,0.200000,0.947833
115,hard_consolidation,0.037316,0.018629,0.000000,0.000000,0.075561,0.938614,2.000000,0.002115,0.031504,0.250000,0.003155,0.200000,0.940498
116,hard_consolidation,0.034021,0.016158,0.000000,0.000000,0.072128,0.933663,2.000000,0.001525,0.028921,0.250000,0.004696,0.200000,0.943277
117,hard_consolidation,0.031169,0.015759,0.000000,0.000000,0.071746,0.924752,2.000000,0.000819,0.021779,0.250000,0.001787,0.200000,0.946667
118,hard_consolidation,0.031458,0.015201,0.000000,0.000000,0.072574,0.920792,2.000000,0.001740,0.024487,0.250000,0.001858,0.200000,0.942198
119,hard_consolidation,0.032754,0.014837,0.000000,0.000000,0.073662,0.927723,2.000000,0.001416,0.030534,0.250000,0.001957,0.200000,0.945275
120,hard_consolidation,0.032232,0.014495,0.000000,0.000000,0.074566,0.908911,2.000000,0.001019,0.029209,0.250000,0.002211,0.200000,0.947525
121,reliable_finetune,0.032803,0.014797,0.000000,0.000000,0.072136,0.916832,1.000000,0.001786,0.029785,0.250000,0.000824,0.200000,0.951634
122,reliable_finetune,0.030086,0.013205,0.000000,0.000000,0.071221,0.936634,1.000000,0.000827,0.024779,0.250000,0.002352,0.200000,0.950098
123,reliable_finetune,0.028254,0.013708,0.000000,0.000000,0.070658,0.924752,1.000000,0.000650,0.015308,0.250000,0.002960,0.200000,0.950062
124,reliable_finetune,0.029096,0.013838,0.000000,0.000000,0.071453,0.930693,1.000000,0.000522,0.018752,0.250000,0.001682,0.200000,0.945964
125,reliable_finetune,0.027901,0.013474,0.000000,0.000000,0.070224,0.924752,1.000000,0.000352,0.016167,0.250000,0.001675,0.200000,0.951172
