epoch,stage,total,bce,wbce,nc,q,unvalue_accepted,unvalue_batch_count,unvalue_consistency,unvalue_dynamic,unvalue_dynamic_weight,unvalue_out,unvalue_out_weight,unvalue_reliable_pixel
16,mask_warmup,0.028003,0.028003,0.028003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,mask_warmup,0.024140,0.024140,0.024140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,mask_warmup,0.024382,0.024382,0.024382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,mask_warmup,0.023306,0.023306,0.023306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,mask_warmup,0.023374,0.023374,0.023374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,mask_warmup,0.023184,0.023184,0.023184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,mask_warmup,0.023187,0.023187,0.023187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,mask_warmup,0.022634,0.022634,0.022634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,mask_warmup,0.021726,0.021726,0.021726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,mask_warmup,0.020880,0.020880,0.020880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,mask_warmup,0.019961,0.019961,0.019961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,mask_warmup,0.019849,0.019849,0.019849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,mask_warmup,0.019428,0.019428,0.019428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,mask_warmup,0.020790,0.020790,0.020790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,mask_warmup,0.022657,0.022657,0.022657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,mask_warmup,0.017846,0.017846,0.017846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,mask_warmup,0.018397,0.018397,0.018397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,mask_warmup,0.017949,0.017949,0.017949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,mask_warmup,0.017999,0.017999,0.017999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,mask_warmup,0.025016,0.025016,0.025016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,mask_warmup,0.020503,0.020503,0.020503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,mask_warmup,0.017483,0.017483,0.017483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,mask_warmup,0.016900,0.016900,0.016900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,mask_warmup,0.016935,0.016935,0.016935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,mask_warmup,0.016528,0.016528,0.016528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,box_introduction,0.015238,0.015231,0.015231,0.000000,0.000000,0.922772,1.000000,0.000253,0.266954,0.000000,0.017676,0.000410,0.258992
42,box_introduction,0.015853,0.015791,0.015791,0.000000,0.000000,0.912871,1.000000,0.000196,0.246034,0.000000,0.026110,0.002859,0.279051
43,box_introduction,0.016402,0.016267,0.016267,0.000000,0.000000,0.924752,1.000000,0.000275,0.237330,0.000000,0.016924,0.007701,0.280263
44,box_introduction,0.016165,0.015887,0.015887,0.000000,0.000000,0.916832,1.000000,0.000245,0.231914,0.000000,0.018877,0.014815,0.269963
45,box_introduction,0.016940,0.016552,0.016552,0.000000,0.000000,0.922772,1.000000,0.001937,0.259435,0.000000,0.015552,0.024027,0.265124
46,box_introduction,0.016395,0.016081,0.016081,0.000000,0.000000,0.899010,1.000000,0.000322,0.249465,0.000000,0.009235,0.035110,0.269902
47,box_introduction,0.017495,0.016840,0.016840,0.000000,0.000000,0.904950,1.000000,0.000802,0.253802,0.000000,0.014041,0.047791,0.271175
48,box_introduction,0.015446,0.015077,0.015077,0.000000,0.000000,0.904950,1.000000,0.000217,0.233713,0.000000,0.006169,0.061757,0.289415
49,box_introduction,0.015649,0.015093,0.015093,0.000000,0.000000,0.891089,1.000000,0.000155,0.276238,0.000000,0.007470,0.076664,0.272642
50,box_introduction,0.015246,0.014802,0.014802,0.000000,0.000000,0.916832,1.000000,0.000569,0.251384,0.000000,0.004803,0.092147,0.291475
51,box_introduction,0.015211,0.014703,0.014703,0.000000,0.000000,0.891089,1.000000,0.000175,0.250204,0.000000,0.004750,0.107822,0.272874
52,box_introduction,0.014216,0.013995,0.013995,0.000000,0.000000,0.904950,1.000000,0.000120,0.269822,0.000000,0.001790,0.123305,0.275661
53,box_introduction,0.015478,0.015210,0.015210,0.000000,0.000000,0.887129,1.000000,0.000674,0.270377,0.000000,0.001962,0.138215,0.290322
54,box_introduction,0.015627,0.015271,0.015271,0.000000,0.000000,0.904950,1.000000,0.000579,0.259353,0.000000,0.002345,0.152183,0.278944
55,box_introduction,0.016340,0.015926,0.015926,0.000000,0.000000,0.906931,1.000000,0.002168,0.284567,0.000000,0.002483,0.164866,0.295929
56,box_introduction,0.015966,0.015492,0.015492,0.000000,0.000000,0.865347,1.000000,0.000370,0.239607,0.000000,0.002719,0.175952,0.284742
57,box_introduction,0.015809,0.015174,0.015174,0.000000,0.000000,0.883168,1.000000,0.001102,0.218533,0.000000,0.003429,0.185168,0.279900
58,box_introduction,0.015196,0.014669,0.014669,0.000000,0.000000,0.908911,1.000000,0.000354,0.255796,0.000000,0.002754,0.192287,0.289933
59,box_introduction,0.014439,0.014173,0.014173,0.000000,0.000000,0.879208,1.000000,0.000202,0.251075,0.000000,0.001349,0.197133,0.289609
60,box_introduction,0.015476,0.014928,0.014928,0.000000,0.000000,0.865347,1.000000,0.000507,0.252441,0.000000,0.002747,0.199588,0.284526
61,teacher_recovery,0.014520,0.014174,0.014174,0.000000,0.000000,0.873267,2.000000,0.000280,0.282831,0.000228,0.001426,0.200000,0.288355
62,teacher_recovery,0.015525,0.014853,0.014853,0.000000,0.000000,0.874257,2.000000,0.000242,0.271109,0.001593,0.001211,0.200000,0.287271
63,teacher_recovery,0.015464,0.014026,0.014026,0.000000,0.000000,0.876238,2.000000,0.001685,0.271310,0.004311,0.001378,0.200000,0.293234
64,teacher_recovery,0.017210,0.014966,0.014966,0.000000,0.000000,0.906931,2.000000,0.000435,0.245080,0.008351,0.001123,0.200000,0.287841
65,teacher_recovery,0.018679,0.014837,0.014837,0.000000,0.000000,0.919802,2.000000,0.000194,0.267087,0.013669,0.001033,0.200000,0.303417
66,teacher_recovery,0.024582,0.017954,0.017954,0.000000,0.000000,0.901980,2.000000,0.002790,0.270062,0.020207,0.005723,0.200000,0.286888
67,teacher_recovery,0.021699,0.014318,0.014318,0.000000,0.000000,0.909901,2.000000,0.000307,0.256146,0.027893,0.001123,0.200000,0.288725
68,teacher_recovery,0.022895,0.013821,0.013821,0.000000,0.000000,0.921782,2.000000,0.000078,0.241373,0.036643,0.001065,0.200000,0.304274
69,teacher_recovery,0.025199,0.013847,0.013847,0.000000,0.000000,0.921782,2.000000,0.000528,0.240412,0.046361,0.001094,0.200000,0.295407
70,teacher_recovery,0.029095,0.014456,0.014456,0.000000,0.000000,0.942574,2.000000,0.000746,0.249208,0.056940,0.002065,0.200000,0.285565
71,teacher_recovery,0.031410,0.014312,0.014312,0.000000,0.000000,0.954455,2.000000,0.000839,0.246022,0.068266,0.001380,0.200000,0.301639
72,teacher_recovery,0.032991,0.014322,0.014322,0.000000,0.000000,0.948515,2.000000,0.000364,0.229105,0.080212,0.001564,0.200000,0.291905
73,teacher_recovery,0.035063,0.013895,0.013895,0.000000,0.000000,0.948515,2.000000,0.000359,0.224122,0.092650,0.002157,0.200000,0.298927
74,teacher_recovery,0.037371,0.015199,0.015199,0.000000,0.000000,0.951485,2.000000,0.000675,0.205406,0.105442,0.002451,0.200000,0.284963
75,teacher_recovery,0.038693,0.014133,0.014133,0.000000,0.000000,0.943564,2.000000,0.001205,0.202102,0.118448,0.002990,0.200000,0.284793
76,teacher_recovery,0.041680,0.014739,0.014739,0.000000,0.000000,0.939604,2.000000,0.000448,0.202151,0.131526,0.001840,0.200000,0.298981
77,teacher_recovery,0.042752,0.014167,0.014167,0.000000,0.000000,0.945545,2.000000,0.000413,0.194450,0.144533,0.002245,0.200000,0.300429
78,teacher_recovery,0.047360,0.015175,0.015175,0.000000,0.000000,0.955446,2.000000,0.000712,0.200178,0.157325,0.003333,0.200000,0.294152
79,teacher_recovery,0.051184,0.014637,0.014637,0.000000,0.000000,0.960396,2.000000,0.000814,0.211960,0.169763,0.002708,0.200000,0.295959
80,teacher_recovery,0.052715,0.017579,0.017579,0.000000,0.000000,0.947525,2.000000,0.000959,0.189193,0.181711,0.003770,0.200000,0.292035
81,teacher_recovery,0.049889,0.014844,0.014844,0.000000,0.000000,0.956436,2.000000,0.000135,0.178787,0.193038,0.002609,0.200000,0.286875
82,teacher_recovery,0.052352,0.013933,0.013933,0.000000,0.000000,0.970297,2.000000,0.000205,0.184763,0.203619,0.003959,0.200000,0.296317
83,teacher_recovery,0.054201,0.013849,0.013849,0.000000,0.000000,0.953465,2.000000,0.000137,0.187354,0.213339,0.001931,0.200000,0.288918
84,teacher_recovery,0.053611,0.014039,0.014039,0.000000,0.000000,0.964356,2.000000,0.000265,0.174155,0.222091,0.004417,0.200000,0.293424
85,teacher_recovery,0.052974,0.014450,0.014450,0.000000,0.000000,0.955446,2.000000,0.000691,0.165477,0.229779,0.002320,0.200000,0.287208
86,teacher_recovery,0.054504,0.015307,0.015307,0.000000,0.000000,0.965347,2.000000,0.000931,0.163366,0.236319,0.002790,0.200000,0.292886
87,teacher_recovery,0.054016,0.014252,0.014252,0.000000,0.000000,0.961386,2.000000,0.000215,0.162241,0.241640,0.002760,0.200000,0.301040
88,teacher_recovery,0.051118,0.013389,0.013389,0.000000,0.000000,0.956436,2.000000,0.000108,0.151896,0.245682,0.002036,0.200000,0.301749
89,teacher_recovery,0.052270,0.013829,0.013829,0.000000,0.000000,0.966337,2.000000,0.000281,0.152519,0.248403,0.002705,0.200000,0.292337
90,teacher_recovery,0.053148,0.014711,0.014711,0.000000,0.000000,0.971287,2.000000,0.000335,0.151786,0.249771,0.002542,0.200000,0.292466
91,teacher_recovery,0.052191,0.013976,0.013976,0.000000,0.000000,0.977228,2.000000,0.000372,0.151352,0.250000,0.001793,0.200000,0.295390
92,teacher_recovery,0.052857,0.013809,0.013809,0.000000,0.000000,0.979208,2.000000,0.000232,0.154707,0.250000,0.001798,0.200000,0.301139
93,teacher_recovery,0.049602,0.014073,0.014073,0.000000,0.000000,0.976238,2.000000,0.000737,0.140063,0.250000,0.002379,0.200000,0.302347
94,teacher_recovery,0.051908,0.013944,0.013944,0.000000,0.000000,0.964356,2.000000,0.000554,0.148750,0.250000,0.003743,0.200000,0.304702
95,teacher_recovery,0.054305,0.014081,0.014081,0.000000,0.000000,0.961386,2.000000,0.001537,0.155829,0.250000,0.005952,0.200000,0.298355
96,teacher_recovery,0.047428,0.013136,0.013136,0.000000,0.000000,0.961386,2.000000,0.000215,0.135440,0.250000,0.002106,0.200000,0.285480
97,teacher_recovery,0.051076,0.013711,0.013711,0.000000,0.000000,0.959406,2.000000,0.001189,0.147087,0.250000,0.002671,0.200000,0.300785
98,teacher_recovery,0.049133,0.013614,0.013614,0.000000,0.000000,0.961386,2.000000,0.000307,0.140033,0.250000,0.002474,0.200000,0.293607
99,teacher_recovery,0.047334,0.013200,0.013200,0.000000,0.000000,0.960396,2.000000,0.000756,0.134158,0.250000,0.002785,0.200000,0.292752
100,teacher_recovery,0.048906,0.014560,0.014560,0.000000,0.000000,0.975248,2.000000,0.001140,0.134714,0.250000,0.003051,0.200000,0.287627
101,hard_consolidation,0.050624,0.013251,0.013251,0.000000,0.000000,0.974257,2.000000,0.000471,0.147630,0.250000,0.002208,0.200000,0.295415
102,hard_consolidation,0.047375,0.012531,0.012531,0.000000,0.000000,0.977228,2.000000,0.001395,0.136934,0.250000,0.002702,0.200000,0.300678
103,hard_consolidation,0.048688,0.012275,0.012275,0.000000,0.000000,0.974257,2.000000,0.000690,0.143237,0.250000,0.002848,0.200000,0.298090
104,hard_consolidation,0.048073,0.012041,0.012041,0.000000,0.000000,0.964356,2.000000,0.000988,0.142051,0.250000,0.002348,0.200000,0.298065
105,hard_consolidation,0.045720,0.012680,0.012680,0.000000,0.000000,0.973267,2.000000,0.001034,0.129241,0.250000,0.003389,0.200000,0.298226
106,hard_consolidation,0.045802,0.012734,0.012734,0.000000,0.000000,0.969307,2.000000,0.000976,0.130174,0.250000,0.002378,0.200000,0.291926
107,hard_consolidation,0.044142,0.011950,0.011950,0.000000,0.000000,0.975248,2.000000,0.000287,0.127216,0.250000,0.001869,0.200000,0.301625
108,hard_consolidation,0.046194,0.012416,0.012416,0.000000,0.000000,0.959406,2.000000,0.000474,0.133185,0.250000,0.002292,0.200000,0.293939
109,hard_consolidation,0.044218,0.012195,0.012195,0.000000,0.000000,0.971287,2.000000,0.000855,0.125648,0.250000,0.002841,0.200000,0.298774
110,hard_consolidation,0.046818,0.012079,0.012079,0.000000,0.000000,0.973267,2.000000,0.001523,0.136415,0.250000,0.002796,0.200000,0.294679
111,hard_consolidation,0.043763,0.011620,0.011620,0.000000,0.000000,0.969307,2.000000,0.001917,0.126570,0.250000,0.002021,0.200000,0.293064
112,hard_consolidation,0.042525,0.012128,0.012128,0.000000,0.000000,0.972277,2.000000,0.000524,0.118872,0.250000,0.003264,0.200000,0.308920
113,hard_consolidation,0.042274,0.012214,0.012214,0.000000,0.000000,0.966337,2.000000,0.001154,0.118423,0.250000,0.001984,0.200000,0.300253
114,hard_consolidation,0.044589,0.012668,0.012668,0.000000,0.000000,0.953465,2.000000,0.000975,0.125865,0.250000,0.002030,0.200000,0.300402
115,hard_consolidation,0.044038,0.011728,0.011728,0.000000,0.000000,0.970297,2.000000,0.000493,0.127776,0.250000,0.001708,0.200000,0.295179
116,hard_consolidation,0.043239,0.011702,0.011702,0.000000,0.000000,0.970297,2.000000,0.000707,0.124365,0.250000,0.002054,0.200000,0.300068
117,hard_consolidation,0.042351,0.012361,0.012361,0.000000,0.000000,0.964356,2.000000,0.000714,0.117414,0.250000,0.003006,0.200000,0.299249
118,hard_consolidation,0.042544,0.012058,0.012058,0.000000,0.000000,0.971287,2.000000,0.000500,0.120204,0.250000,0.002049,0.200000,0.297516
119,hard_consolidation,0.042291,0.011955,0.011955,0.000000,0.000000,0.963366,2.000000,0.001421,0.118618,0.250000,0.003049,0.200000,0.303383
120,hard_consolidation,0.042165,0.011874,0.011874,0.000000,0.000000,0.971287,2.000000,0.001776,0.118596,0.250000,0.002770,0.200000,0.297983
121,reliable_finetune,0.042548,0.011340,0.011340,0.000000,0.000000,0.974257,1.000000,0.000834,0.122249,0.250000,0.003018,0.200000,0.321223
122,reliable_finetune,0.042183,0.010908,0.010908,0.000000,0.000000,0.976238,1.000000,0.000255,0.122810,0.250000,0.002797,0.200000,0.299202
123,reliable_finetune,0.039855,0.010978,0.010978,0.000000,0.000000,0.972277,1.000000,0.000171,0.114260,0.250000,0.001514,0.200000,0.290410
124,reliable_finetune,0.042855,0.011400,0.011400,0.000000,0.000000,0.972277,1.000000,0.000687,0.124842,0.250000,0.001052,0.200000,0.315641
125,reliable_finetune,0.042453,0.011030,0.011030,0.000000,0.000000,0.984158,1.000000,0.001003,0.123634,0.250000,0.002325,0.200000,0.315262
126,reliable_finetune,0.038511,0.011209,0.011209,0.000000,0.000000,0.972277,1.000000,0.000768,0.107695,0.250000,0.001702,0.200000,0.312121
127,reliable_finetune,0.040276,0.010951,0.010951,0.000000,0.000000,0.968317,1.000000,0.000702,0.115661,0.250000,0.001872,0.200000,0.290541
128,reliable_finetune,0.040213,0.010893,0.010893,0.000000,0.000000,0.972277,1.000000,0.001451,0.115577,0.250000,0.001766,0.200000,0.298404
129,reliable_finetune,0.044159,0.010808,0.010808,0.000000,0.000000,0.980198,1.000000,0.001367,0.132092,0.250000,0.001299,0.200000,0.299785
130,reliable_finetune,0.042830,0.010838,0.010838,0.000000,0.000000,0.964356,1.000000,0.001102,0.126679,0.250000,0.001339,0.200000,0.315821
131,reliable_finetune,0.043060,0.010738,0.010738,0.000000,0.000000,0.968317,1.000000,0.001338,0.128255,0.250000,0.000960,0.200000,0.305461
132,reliable_finetune,0.042169,0.011028,0.011028,0.000000,0.000000,0.974257,1.000000,0.001029,0.123330,0.250000,0.001283,0.200000,0.312845
133,reliable_finetune,0.035962,0.010647,0.010647,0.000000,0.000000,0.974257,1.000000,0.000705,0.100111,0.250000,0.001264,0.200000,0.287997
134,reliable_finetune,0.041037,0.010628,0.010628,0.000000,0.000000,0.962376,1.000000,0.001195,0.119750,0.250000,0.002058,0.200000,0.302764
135,reliable_finetune,0.036974,0.010556,0.010556,0.000000,0.000000,0.958416,1.000000,0.002206,0.104189,0.250000,0.001301,0.200000,0.295879
136,reliable_finetune,0.043371,0.010633,0.010633,0.000000,0.000000,0.976238,1.000000,0.002628,0.128974,0.250000,0.001815,0.200000,0.307732
137,reliable_finetune,0.037705,0.010732,0.010732,0.000000,0.000000,0.976238,1.000000,0.001735,0.105818,0.250000,0.002158,0.200000,0.302801
138,reliable_finetune,0.037448,0.010648,0.010648,0.000000,0.000000,0.966337,1.000000,0.002597,0.104864,0.250000,0.002269,0.200000,0.281259
139,reliable_finetune,0.039003,0.011041,0.011041,0.000000,0.000000,0.986139,1.000000,0.002340,0.110351,0.250000,0.001288,0.200000,0.314285
140,reliable_finetune,0.037076,0.010848,0.010848,0.000000,0.000000,0.964356,1.000000,0.001484,0.103704,0.250000,0.001139,0.200000,0.313006
141,reliable_finetune,0.039982,0.010624,0.010624,0.000000,0.000000,0.968317,1.000000,0.001657,0.115750,0.250000,0.001688,0.200000,0.313261
142,reliable_finetune,0.042546,0.010874,0.010874,0.000000,0.000000,0.972277,1.000000,0.002125,0.125010,0.250000,0.001562,0.200000,0.314156
143,reliable_finetune,0.040882,0.010839,0.010839,0.000000,0.000000,0.962376,1.000000,0.002231,0.118311,0.250000,0.001769,0.200000,0.317420
144,reliable_finetune,0.039436,0.010396,0.010396,0.000000,0.000000,0.976238,1.000000,0.003106,0.113427,0.250000,0.002640,0.200000,0.305208
145,reliable_finetune,0.040439,0.010940,0.010940,0.000000,0.000000,0.962376,1.000000,0.003662,0.114841,0.250000,0.003030,0.200000,0.306802
146,reliable_finetune,0.037665,0.010489,0.010489,0.000000,0.000000,0.960396,1.000000,0.003116,0.106788,0.250000,0.001618,0.200000,0.307680
147,reliable_finetune,0.041314,0.011023,0.011023,0.000000,0.000000,0.974257,1.000000,0.002117,0.119274,0.250000,0.001831,0.200000,0.307507
148,reliable_finetune,0.036783,0.010210,0.010210,0.000000,0.000000,0.954455,1.000000,0.002579,0.104412,0.250000,0.001703,0.200000,0.291581
149,reliable_finetune,0.039389,0.010448,0.010448,0.000000,0.000000,0.970297,1.000000,0.002782,0.114239,0.250000,0.001215,0.200000,0.301525
150,reliable_finetune,0.038615,0.010802,0.010802,0.000000,0.000000,0.968317,1.000000,0.004581,0.109040,0.250000,0.001618,0.200000,0.299382
