epoch,S,Fw,E,MAE
30,0.6501,0.4494,0.8918,0.1984
35,0.6223,0.4285,0.8842,0.2245
40,0.6940,0.5080,0.8906,0.1644
45,0.7640,0.6118,0.8978,0.1102
50,0.7852,0.6468,0.8957,0.0974
55,0.8086,0.6927,0.9002,0.0821
60,0.8005,0.6875,0.8943,0.0921
65,0.7777,0.6407,0.8820,0.1110
70,0.8147,0.7059,0.8966,0.0826
75,0.8369,0.7761,0.8949,0.0700
80,0.8479,0.7911,0.9044,0.0653
85,0.8512,0.7979,0.9100,0.0606
90,0.8438,0.7906,0.9074,0.0646
95,0.8450,0.7904,0.9059,0.0623
100,0.8397,0.7810,0.9009,0.0666
105,0.8387,0.7833,0.9018,0.0659
110,0.8438,0.7918,0.9081,0.0626
115,0.8427,0.7883,0.9055,0.0636
120,0.8377,0.7825,0.9061,0.0649
125,0.8421,0.7907,0.9062,0.0639
130,0.8427,0.7913,0.9063,0.0638
135,0.8424,0.7915,0.9060,0.0639
140,0.8415,0.7909,0.9060,0.0639
145,0.8413,0.7911,0.9057,0.0637
150,0.8426,0.7923,0.9064,0.0633
