epoch,S,Fw,E,MAE
30,0.4927,0.2289,0.8479,0.2654
35,0.5047,0.2319,0.8550,0.2561
40,0.5465,0.2650,0.8946,0.2014
45,0.6349,0.3525,0.9084,0.1279
50,0.6437,0.3694,0.9079,0.1201
55,0.6280,0.3436,0.9108,0.1301
60,0.6227,0.3404,0.9127,0.1341
65,0.7497,0.5487,0.9161,0.0569
70,0.8353,0.7247,0.9245,0.0313
75,0.8348,0.7491,0.9168,0.0296
80,0.8555,0.7811,0.9335,0.0256
85,0.8573,0.7849,0.9338,0.0250
90,0.8586,0.7837,0.9334,0.0247
95,0.8606,0.7888,0.9354,0.0239
100,0.8574,0.7866,0.9340,0.0245
105,0.8620,0.7908,0.9390,0.0236
110,0.8604,0.7885,0.9355,0.0242
115,0.8591,0.7874,0.9368,0.0241
120,0.8568,0.7849,0.9342,0.0245
125,0.8593,0.7886,0.9354,0.0241
130,0.8600,0.7893,0.9353,0.0240
135,0.8607,0.7901,0.9358,0.0239
140,0.8607,0.7900,0.9356,0.0240
145,0.8612,0.7902,0.9356,0.0241
150,0.8608,0.7892,0.9354,0.0241
