epoch,stage,total,bce,nc,q,anchor,consistency,consistency_weight,csr_alpha,csr_gate,p3_context,p3_current,p3_fine,p3_residual_ratio,p3_route_entropy,p3_route_spatial_std,p4_context,p4_current,p4_fine,p4_residual_ratio,p4_route_entropy,p4_route_spatial_std,pixel_reliability,q_max,q_min,sample_reliability,scale_loss
94,C3_anneal,0.038551,0.007108,0.031443,1.376877,0.007108,0.000000,0.000000,0.249573,0.249573,0.447167,0.287083,0.265750,0.310208,0.857751,0.118617,0.382607,0.292334,0.325059,0.249588,0.867617,0.096314,0.978272,1.376877,1.376877,0.500000,0.000000
95,C3_anneal,0.038718,0.007135,0.031583,1.369400,0.007135,0.000000,0.000000,0.249939,0.249939,0.446190,0.288129,0.265681,0.307296,0.856688,0.119504,0.383886,0.291778,0.324335,0.249952,0.867177,0.096919,0.978023,1.369400,1.369400,0.500000,0.000000
96,C3_anneal,0.038883,0.006914,0.031969,1.361943,0.006914,0.000000,0.000000,0.250000,0.250000,0.446428,0.286430,0.267142,0.307035,0.858589,0.118555,0.382501,0.292134,0.325365,0.250009,0.869370,0.097067,0.978083,1.361943,1.361943,0.500000,0.000000
97,C3_anneal,0.038568,0.006714,0.031854,1.354533,0.006714,0.000000,0.000000,0.250000,0.250000,0.445535,0.287045,0.267420,0.308463,0.859029,0.118409,0.380370,0.294045,0.325584,0.250005,0.871829,0.095886,0.978346,1.354533,1.354533,0.500000,0.000000
98,C3_anneal,0.039689,0.006805,0.032884,1.347196,0.006805,0.000000,0.000000,0.250000,0.250000,0.445013,0.287953,0.267034,0.308802,0.858146,0.119020,0.379329,0.294001,0.326670,0.250005,0.872700,0.094957,0.978571,1.347196,1.347196,0.500000,0.000000
99,C3_anneal,0.042355,0.008056,0.034299,1.339959,0.008056,0.000000,0.000000,0.250000,0.250000,0.447794,0.286414,0.265792,0.311044,0.857286,0.119695,0.380816,0.292128,0.327056,0.250005,0.873622,0.094165,0.978055,1.339959,1.339959,0.500000,0.000000
100,C3_anneal,0.039637,0.007043,0.032594,1.332847,0.007043,0.000000,0.000000,0.250000,0.250000,0.449696,0.285465,0.264839,0.310518,0.854712,0.121143,0.381903,0.290536,0.327561,0.250005,0.872102,0.094123,0.978326,1.332847,1.332847,0.500000,0.000000
101,C3_anneal,0.038912,0.007180,0.031732,1.325886,0.007180,0.000000,0.000000,0.250000,0.250000,0.448458,0.286621,0.264921,0.307524,0.854262,0.121955,0.381504,0.290143,0.328353,0.250005,0.871486,0.095796,0.978208,1.325886,1.325886,0.500000,0.000000
102,C3_anneal,0.038236,0.006606,0.031630,1.319101,0.006606,0.000000,0.000000,0.250000,0.250000,0.447267,0.287100,0.265633,0.304544,0.858546,0.118080,0.378672,0.290965,0.330363,0.250005,0.872322,0.095665,0.978367,1.319101,1.319101,0.500000,0.000000
103,C3_anneal,0.037887,0.006358,0.031529,1.312516,0.006358,0.000000,0.000000,0.250000,0.250000,0.445824,0.287252,0.266924,0.306015,0.858362,0.119065,0.379017,0.291020,0.329963,0.250005,0.872932,0.095094,0.978503,1.312516,1.312516,0.500000,0.000000
104,C3_anneal,0.037118,0.006576,0.030542,1.306154,0.006576,0.000000,0.000000,0.250000,0.250000,0.444576,0.287449,0.267975,0.304840,0.859178,0.118205,0.379699,0.291668,0.328632,0.250005,0.873972,0.094050,0.977988,1.306154,1.306154,0.500000,0.000000
105,C3_anneal,0.038906,0.006838,0.032068,1.300039,0.006838,0.000000,0.000000,0.250000,0.250000,0.445369,0.286672,0.267959,0.306287,0.860738,0.116341,0.382112,0.292010,0.325878,0.250007,0.872044,0.095081,0.978114,1.300039,1.300039,0.500000,0.000000
106,C3_anneal,0.040616,0.006863,0.033753,1.294193,0.006863,0.000000,0.000000,0.250000,0.250000,0.446347,0.287912,0.265741,0.302860,0.856933,0.119263,0.382959,0.292365,0.324676,0.250005,0.869989,0.095869,0.978339,1.294193,1.294193,0.500000,0.000000
107,C3_anneal,0.039213,0.006369,0.032844,1.288635,0.006369,0.000000,0.000000,0.250000,0.250000,0.447092,0.287548,0.265361,0.299959,0.858944,0.118071,0.386346,0.289300,0.324353,0.250005,0.873470,0.096494,0.978635,1.288635,1.288635,0.500000,0.000000
108,C3_anneal,0.038407,0.006427,0.031980,1.283387,0.006427,0.000000,0.000000,0.250000,0.250000,0.447946,0.286330,0.265725,0.300524,0.858553,0.118458,0.386115,0.287703,0.326182,0.250005,0.874076,0.095148,0.978194,1.283387,1.283387,0.500000,0.000000
109,C3_anneal,0.040062,0.006757,0.033304,1.278467,0.006757,0.000000,0.000000,0.250000,0.250000,0.447113,0.286355,0.266532,0.304929,0.858169,0.118698,0.385443,0.289245,0.325313,0.250005,0.872602,0.096386,0.978319,1.278467,1.278467,0.500000,0.000000
110,C3_anneal,0.038830,0.006817,0.032013,1.273892,0.006817,0.000000,0.000000,0.250000,0.250000,0.445942,0.287683,0.266375,0.302144,0.858139,0.119364,0.384645,0.288270,0.327085,0.250005,0.873097,0.095971,0.978676,1.273892,1.273892,0.500000,0.000000
111,C3_anneal,0.039316,0.006770,0.032545,1.269680,0.006770,0.000000,0.000000,0.250000,0.250000,0.445498,0.288154,0.266348,0.305097,0.855603,0.121016,0.381623,0.290722,0.327654,0.250005,0.871751,0.096289,0.978258,1.269680,1.269680,0.500000,0.000000
112,C3_anneal,0.037573,0.006553,0.031020,1.265844,0.006553,0.000000,0.000000,0.250000,0.250000,0.444602,0.287942,0.267457,0.307704,0.854677,0.122043,0.383377,0.288623,0.328001,0.250005,0.873280,0.095507,0.978199,1.265844,1.265844,0.500000,0.000000
113,C3_anneal,0.039449,0.006567,0.032882,1.262399,0.006567,0.000000,0.000000,0.250000,0.250000,0.444299,0.285846,0.269855,0.301199,0.856147,0.121404,0.384338,0.289893,0.325769,0.250006,0.873236,0.096876,0.978315,1.262399,1.262399,0.500000,0.000000
114,C3_anneal,0.039156,0.006499,0.032657,1.259357,0.006499,0.000000,0.000000,0.250000,0.250000,0.444842,0.286125,0.269033,0.305264,0.857785,0.119474,0.382991,0.291247,0.325762,0.250005,0.873499,0.096369,0.978002,1.259357,1.259357,0.500000,0.000000
115,C3_anneal,0.038555,0.006540,0.032015,1.256729,0.006540,0.000000,0.000000,0.250000,0.250000,0.445616,0.286053,0.268331,0.302154,0.859333,0.118326,0.380847,0.293076,0.326077,0.250005,0.875754,0.094749,0.978102,1.256729,1.256729,0.500000,0.000000
116,C3_anneal,0.036995,0.006231,0.030764,1.254525,0.006231,0.000000,0.000000,0.250000,0.250000,0.445227,0.287720,0.267053,0.299341,0.858499,0.119109,0.381348,0.290976,0.327676,0.250005,0.875689,0.094589,0.978375,1.254525,1.254525,0.500000,0.000000
117,C3_anneal,0.038213,0.006883,0.031331,1.252751,0.006883,0.000000,0.000000,0.250000,0.250000,0.446088,0.287795,0.266117,0.296817,0.860206,0.117644,0.379745,0.291947,0.328307,0.250005,0.875679,0.094507,0.978246,1.252751,1.252751,0.500000,0.000000
118,C3_anneal,0.036631,0.006130,0.030500,1.251416,0.006130,0.000000,0.000000,0.250000,0.250000,0.445396,0.286616,0.267988,0.300566,0.860952,0.117399,0.379603,0.293289,0.327108,0.250005,0.875715,0.094324,0.978280,1.251416,1.251416,0.500000,0.000000
119,C3_anneal,0.037849,0.006222,0.031627,1.250522,0.006222,0.000000,0.000000,0.250000,0.250000,0.444440,0.286740,0.268820,0.299272,0.861379,0.116939,0.380007,0.292650,0.327343,0.250006,0.873673,0.093298,0.978301,1.250522,1.250522,0.500000,0.000000
120,C3_anneal,0.036233,0.006194,0.030039,1.250075,0.006194,0.000000,0.000000,0.250000,0.250000,0.443751,0.286507,0.269742,0.296901,0.861806,0.117029,0.378464,0.294562,0.326974,0.250006,0.876235,0.092378,0.978173,1.250075,1.250075,0.500000,0.000000
121,C3_anneal,0.035497,0.005893,0.029605,1.250000,0.005893,0.000000,0.000000,0.250000,0.250000,0.442898,0.286729,0.270373,0.293203,0.862977,0.117295,0.378736,0.292935,0.328329,0.250005,0.877821,0.092448,0.978536,1.250000,1.250000,0.500000,0.000000
122,C3_anneal,0.035727,0.005936,0.029790,1.250000,0.005936,0.000000,0.000000,0.250000,0.250000,0.443239,0.286640,0.270121,0.294390,0.861765,0.118177,0.379005,0.293480,0.327515,0.250005,0.877561,0.092654,0.978115,1.250000,1.250000,0.500000,0.000000
123,C3_anneal,0.034038,0.005693,0.028345,1.250000,0.005693,0.000000,0.000000,0.250000,0.250000,0.443129,0.286755,0.270116,0.294112,0.861956,0.118098,0.378979,0.293913,0.327107,0.250005,0.877675,0.092833,0.978500,1.250000,1.250000,0.500000,0.000000
124,C3_anneal,0.034006,0.005417,0.028589,1.250000,0.005417,0.000000,0.000000,0.250000,0.250000,0.443485,0.286564,0.269951,0.294106,0.862608,0.117327,0.379017,0.293998,0.326986,0.250005,0.877487,0.092879,0.978684,1.250000,1.250000,0.500000,0.000000
125,C3_anneal,0.033625,0.005570,0.028055,1.250000,0.005570,0.000000,0.000000,0.250000,0.250000,0.443821,0.286257,0.269922,0.294467,0.862919,0.117037,0.378776,0.294242,0.326982,0.250005,0.877681,0.093070,0.978415,1.250000,1.250000,0.500000,0.000000
126,C3_anneal,0.033572,0.005591,0.027981,1.250000,0.005591,0.000000,0.000000,0.250000,0.250000,0.443831,0.286219,0.269951,0.295300,0.862687,0.117021,0.378462,0.294304,0.327234,0.250005,0.877521,0.093392,0.978383,1.250000,1.250000,0.500000,0.000000
127,C3_anneal,0.033811,0.005534,0.028277,1.250000,0.005534,0.000000,0.000000,0.250000,0.250000,0.444081,0.285894,0.270025,0.295701,0.861839,0.117565,0.378602,0.294149,0.327249,0.250005,0.877519,0.093504,0.978349,1.250000,1.250000,0.500000,0.000000
128,C3_anneal,0.032918,0.005239,0.027679,1.250000,0.005239,0.000000,0.000000,0.250000,0.250000,0.443972,0.286096,0.269931,0.294277,0.862213,0.117548,0.378447,0.294166,0.327387,0.250005,0.877860,0.093647,0.978434,1.250000,1.250000,0.500000,0.000000
129,C3_anneal,0.031844,0.005171,0.026673,1.250000,0.005171,0.000000,0.000000,0.250000,0.250000,0.443894,0.285966,0.270140,0.294913,0.862820,0.117176,0.378157,0.294137,0.327705,0.250005,0.878002,0.094107,0.978595,1.250000,1.250000,0.500000,0.000000
130,C3_anneal,0.032050,0.005329,0.026721,1.250000,0.005329,0.000000,0.000000,0.250000,0.250000,0.443959,0.286033,0.270009,0.294693,0.862660,0.117049,0.378372,0.293917,0.327711,0.250005,0.877975,0.093825,0.978404,1.250000,1.250000,0.500000,0.000000
131,C3_anneal,0.032665,0.005383,0.027283,1.250000,0.005383,0.000000,0.000000,0.250000,0.250000,0.443812,0.286191,0.269997,0.293998,0.862414,0.117100,0.378361,0.294076,0.327563,0.250005,0.878477,0.093826,0.978423,1.250000,1.250000,0.500000,0.000000
132,C3_anneal,0.031957,0.005347,0.026610,1.250000,0.005347,0.000000,0.000000,0.250000,0.250000,0.443919,0.286086,0.269995,0.294331,0.862495,0.117297,0.378174,0.294113,0.327713,0.250005,0.878663,0.093544,0.978705,1.250000,1.250000,0.500000,0.000000
133,C3_anneal,0.031904,0.005157,0.026747,1.250000,0.005157,0.000000,0.000000,0.250000,0.250000,0.443811,0.286018,0.270172,0.294637,0.862509,0.117248,0.377973,0.294088,0.327939,0.250005,0.878650,0.093440,0.978737,1.250000,1.250000,0.500000,0.000000
134,C3_anneal,0.032084,0.005099,0.026985,1.250000,0.005099,0.000000,0.000000,0.250000,0.250000,0.443867,0.286141,0.269992,0.294191,0.862253,0.117461,0.377808,0.294184,0.328008,0.250005,0.878770,0.093405,0.978575,1.250000,1.250000,0.500000,0.000000
135,C3_anneal,0.030738,0.005089,0.025649,1.250000,0.005089,0.000000,0.000000,0.250000,0.250000,0.443674,0.286410,0.269916,0.293910,0.862353,0.117616,0.377954,0.294033,0.328013,0.250005,0.878781,0.093523,0.978605,1.250000,1.250000,0.500000,0.000000
136,C3_anneal,0.032915,0.005417,0.027498,1.250000,0.005417,0.000000,0.000000,0.250000,0.250000,0.443736,0.286583,0.269681,0.294458,0.861779,0.117790,0.377610,0.293944,0.328446,0.250005,0.878839,0.093629,0.978598,1.250000,1.250000,0.500000,0.000000
137,C3_anneal,0.031871,0.005116,0.026755,1.250000,0.005116,0.000000,0.000000,0.250000,0.250000,0.443527,0.286882,0.269591,0.293283,0.861828,0.117814,0.378073,0.294124,0.327804,0.250005,0.878279,0.093777,0.978818,1.250000,1.250000,0.500000,0.000000
138,C3_anneal,0.030897,0.005168,0.025729,1.250000,0.005168,0.000000,0.000000,0.250000,0.250000,0.443295,0.287094,0.269611,0.293276,0.861479,0.118256,0.378124,0.294020,0.327856,0.250005,0.878594,0.093705,0.978432,1.250000,1.250000,0.500000,0.000000
139,C3_anneal,0.032128,0.005246,0.026882,1.250000,0.005246,0.000000,0.000000,0.250000,0.250000,0.443355,0.286823,0.269821,0.292757,0.861617,0.118324,0.378214,0.293662,0.328124,0.250005,0.878549,0.093609,0.978289,1.250000,1.250000,0.500000,0.000000
140,C3_anneal,0.031997,0.005204,0.026793,1.250000,0.005204,0.000000,0.000000,0.250000,0.250000,0.443432,0.286891,0.269677,0.293161,0.862143,0.117935,0.378361,0.293716,0.327923,0.250005,0.879347,0.092918,0.978635,1.250000,1.250000,0.500000,0.000000
141,C3_reliable_0p3,0.030493,0.005003,0.025489,1.250000,0.005003,0.000000,0.000000,0.250000,0.250000,0.443620,0.286894,0.269486,0.292211,0.862283,0.118007,0.377919,0.293940,0.328141,0.250005,0.879178,0.093054,0.978598,1.250000,1.250000,0.500000,0.000000
142,C3_reliable_0p3,0.031961,0.005223,0.026738,1.250000,0.005223,0.000000,0.000000,0.250000,0.250000,0.443245,0.287165,0.269590,0.292558,0.862510,0.117919,0.377508,0.294014,0.328477,0.250005,0.879202,0.093238,0.978338,1.250000,1.250000,0.500000,0.000000
143,C3_reliable_0p3,0.030345,0.005132,0.025213,1.250000,0.005132,0.000000,0.000000,0.250000,0.250000,0.443467,0.287046,0.269487,0.292943,0.862141,0.117962,0.377334,0.293928,0.328738,0.250005,0.879511,0.093227,0.978573,1.250000,1.250000,0.500000,0.000000
144,C3_reliable_0p3,0.031491,0.004986,0.026505,1.250000,0.004986,0.000000,0.000000,0.250000,0.250000,0.443715,0.286980,0.269305,0.293337,0.862214,0.117803,0.377558,0.293725,0.328717,0.250005,0.879709,0.093066,0.978694,1.250000,1.250000,0.500000,0.000000
145,C3_reliable_0p3,0.031949,0.005158,0.026791,1.250000,0.005158,0.000000,0.000000,0.250000,0.250000,0.443812,0.286524,0.269665,0.294201,0.862038,0.117897,0.377456,0.293764,0.328780,0.250005,0.879625,0.093033,0.978469,1.250000,1.250000,0.500000,0.000000
146,C3_reliable_0p3,0.031170,0.004933,0.026237,1.250000,0.004933,0.000000,0.000000,0.250000,0.250000,0.443090,0.287077,0.269834,0.293013,0.862092,0.118224,0.377693,0.293824,0.328483,0.250005,0.879793,0.092839,0.978936,1.250000,1.250000,0.500000,0.000000
147,C3_reliable_0p3,0.031370,0.004975,0.026394,1.250000,0.004975,0.000000,0.000000,0.250000,0.250000,0.442918,0.287151,0.269932,0.292891,0.862122,0.118090,0.377520,0.294009,0.328471,0.250005,0.879381,0.093106,0.978704,1.250000,1.250000,0.500000,0.000000
148,C3_reliable_0p3,0.030583,0.005018,0.025565,1.250000,0.005018,0.000000,0.000000,0.250000,0.250000,0.443146,0.287023,0.269831,0.293041,0.862156,0.118305,0.377753,0.293785,0.328462,0.250005,0.879833,0.092798,0.978621,1.250000,1.250000,0.500000,0.000000
149,C3_reliable_0p3,0.030623,0.005142,0.025481,1.250000,0.005142,0.000000,0.000000,0.250000,0.250000,0.443491,0.286820,0.269689,0.292654,0.861776,0.118502,0.377847,0.293562,0.328591,0.250005,0.879896,0.093004,0.978544,1.250000,1.250000,0.500000,0.000000
150,C3_reliable_0p3,0.030422,0.004978,0.025444,1.250000,0.004978,0.000000,0.000000,0.250000,0.250000,0.443607,0.286617,0.269776,0.292998,0.862022,0.118340,0.377710,0.293635,0.328655,0.250005,0.879722,0.093229,0.978559,1.250000,1.250000,0.500000,0.000000
